Column,Behaviour,Actor,Receiver,Focal,T_start,T_stop,period,treatment_rep,T_start_UNIX,T_stop_UNIX,duration
166,SG,7,NA,7,2021-03-15T12:34:18.304698557Z,2021-03-15T12:34:25.554328481Z,pre,R3SP,2021-03-15 12:34:18,2021-03-15 12:34:25,7.24962997436523
167,SG,7,NA,7,2021-03-15T12:38:06.430933774Z,2021-03-15T12:38:08.180945870Z,pre,R3SP,2021-03-15 12:38:06,2021-03-15 12:38:08,1.75001215934753
168,FR,7,24,7,2021-03-15T12:42:32.932850123Z,2021-03-15T12:42:37.432880050Z,pre,R3SP,2021-03-15 12:42:32,2021-03-15 12:42:37,4.50003004074097
169,CR,8,6,8,2021-03-15T12:28:21.301682148Z,2021-03-15T12:34:49.054595324Z,pre,R3SP,2021-03-15 12:28:21,2021-03-15 12:34:49,387.752912998199
170,CR,8,6,8,2021-03-15T12:36:17.430138026Z,2021-03-15T12:37:11.305841920Z,pre,R3SP,2021-03-15 12:36:17,2021-03-15 12:37:11,53.8757038116455
171,SG,8,NA,8,2021-03-15T12:37:46.180783433Z,2021-03-15T12:37:49.055854372Z,pre,R3SP,2021-03-15 12:37:46,2021-03-15 12:37:49,2.87507081031799
172,SG,8,NA,8,2021-03-15T12:37:56.555805850Z,2021-03-15T12:38:17.055941484Z,pre,R3SP,2021-03-15 12:37:56,2021-03-15 12:38:17,20.5001356601715
173,SG,8,NA,8,2021-03-15T12:38:38.306219295Z,2021-03-15T12:38:51.306254393Z,pre,R3SP,2021-03-15 12:38:38,2021-03-15 12:38:51,13.0000350475311
174,SG,8,NA,8,2021-03-15T12:39:51.306770926Z,2021-03-15T12:39:55.056721516Z,pre,R3SP,2021-03-15 12:39:51,2021-03-15 12:39:55,3.74995040893555
175,FR,8,20,8,2021-03-15T12:40:02.806880056Z,2021-03-15T12:40:12.056823781Z,pre,R3SP,2021-03-15 12:40:02,2021-03-15 12:40:12,9.24994373321533
176,SG,8,NA,8,2021-03-15T12:40:14.431864067Z,2021-03-15T12:40:44.932076186Z,pre,R3SP,2021-03-15 12:40:14,2021-03-15 12:40:44,30.5002121925354
177,SG,8,NA,8,2021-03-15T12:42:53.807922088Z,2021-03-15T12:43:02.933076165Z,pre,R3SP,2021-03-15 12:42:53,2021-03-15 12:43:02,9.1251540184021
178,SG,9,NA,9,2021-03-15T12:28:22.426647185Z,2021-03-15T12:28:46.926843458Z,pre,R3SP,2021-03-15 12:28:22,2021-03-15 12:28:46,24.5001962184906
179,SG,9,NA,9,2021-03-15T12:29:01.176972323Z,2021-03-15T12:29:05.426997187Z,pre,R3SP,2021-03-15 12:29:01,2021-03-15 12:29:05,4.25002479553223
180,SG,9,NA,9,2021-03-15T12:29:15.177157515Z,2021-03-15T12:29:32.802283191Z,pre,R3SP,2021-03-15 12:29:15,2021-03-15 12:29:32,17.6251258850098
182,SG,9,NA,9,2021-03-15T12:32:04.303281537Z,2021-03-15T12:32:07.178296801Z,pre,R3SP,2021-03-15 12:32:04,2021-03-15 12:32:07,2.87501525878906
183,SG,9,NA,9,2021-03-15T12:35:45.804905974Z,2021-03-15T12:35:50.305004538Z,pre,R3SP,2021-03-15 12:35:45,2021-03-15 12:35:50,4.50009870529175
184,SG,9,NA,9,2021-03-15T12:38:35.181222589Z,2021-03-15T12:38:42.681277968Z,pre,R3SP,2021-03-15 12:38:35,2021-03-15 12:38:42,7.50005531311035
185,SG,9,NA,9,2021-03-15T12:39:07.431371614Z,2021-03-15T12:39:15.931433087Z,pre,R3SP,2021-03-15 12:39:07,2021-03-15 12:39:15,8.50006151199341
186,SG,9,NA,9,2021-03-15T12:39:51.181692651Z,2021-03-15T12:40:39.807092328Z,pre,R3SP,2021-03-15 12:39:51,2021-03-15 12:40:39,48.6253998279572
187,SG,9,NA,9,2021-03-15T12:41:15.557379258Z,2021-03-15T12:41:24.182355348Z,pre,R3SP,2021-03-15 12:41:15,2021-03-15 12:41:24,8.62497615814209
188,SG,9,NA,9,2021-03-15T12:43:02.933076165Z,2021-03-15T12:43:22.183204449Z,pre,R3SP,2021-03-15 12:43:02,2021-03-15 12:43:22,19.2501282691956
189,SG,10,NA,10,2021-03-15T12:35:43.554895012Z,2021-03-15T12:36:41.930313636Z,pre,R3SP,2021-03-15 12:35:43,2021-03-15 12:36:41,58.3754186630249
190,CR,10,12,10,2021-03-15T12:37:56.680824327Z,2021-03-15T12:37:59.055865569Z,pre,R3SP,2021-03-15 12:37:56,2021-03-15 12:37:59,2.37504124641418
191,FR,10,20,10,2021-03-15T12:41:12.682279708Z,2021-03-15T12:41:17.682396605Z,pre,R3SP,2021-03-15 12:41:12,2021-03-15 12:41:17,5.00011682510376
192,SG,10,NA,10,2021-03-15T12:41:43.057546307Z,2021-03-15T12:41:50.307968335Z,pre,R3SP,2021-03-15 12:41:43,2021-03-15 12:41:50,7.25042200088501
193,SG,10,NA,10,2021-03-15T12:42:12.432713600Z,2021-03-15T12:42:29.682852862Z,pre,R3SP,2021-03-15 12:42:12,2021-03-15 12:42:29,17.2501392364502
194,SG,10,NA,10,2021-03-15T12:42:47.307945844Z,2021-03-15T12:43:03.183069666Z,pre,R3SP,2021-03-15 12:42:47,2021-03-15 12:43:03,15.8751239776611
195,SG,11,NA,11,2021-03-15T12:28:48.801912346Z,2021-03-15T12:28:52.551910398Z,pre,R3SP,2021-03-15 12:28:48,2021-03-15 12:28:52,3.74999809265137
196,SG,11,NA,11,2021-03-15T12:31:37.553191559Z,2021-03-15T12:32:18.178463846Z,pre,R3SP,2021-03-15 12:31:37,2021-03-15 12:32:18,40.6252722740173
197,CR,11,27,11,2021-03-15T12:34:48.429479119Z,2021-03-15T12:34:53.304484330Z,pre,R3SP,2021-03-15 12:34:48,2021-03-15 12:34:53,4.87500524520874
198,CR,11,24,11,2021-03-15T12:38:31.056104167Z,2021-03-15T12:40:05.431786090Z,pre,R3SP,2021-03-15 12:38:31,2021-03-15 12:40:05,94.3756818771362
199,SG,11,NA,11,2021-03-15T12:42:45.807864807Z,2021-03-15T12:42:54.932998550Z,pre,R3SP,2021-03-15 12:42:45,2021-03-15 12:42:54,9.12513375282288
202,SG,13,NA,13,2021-03-15T12:33:50.179081487Z,2021-03-15T12:33:56.929204103Z,pre,R3SP,2021-03-15 12:33:50,2021-03-15 12:33:56,6.75012254714966
203,SG,13,NA,13,2021-03-15T12:34:15.554249189Z,2021-03-15T12:34:28.054433211Z,pre,R3SP,2021-03-15 12:34:15,2021-03-15 12:34:28,12.5001838207245
204,SG,13,NA,13,2021-03-15T12:35:05.804609412Z,2021-03-15T12:35:29.304783921Z,pre,R3SP,2021-03-15 12:35:05,2021-03-15 12:35:29,23.5001745223999
205,SG,13,NA,13,2021-03-15T12:35:39.430290322Z,2021-03-15T12:36:21.430171632Z,pre,R3SP,2021-03-15 12:35:39,2021-03-15 12:36:21,41.9998815059662
206,SG,13,NA,13,2021-03-15T12:37:24.055679410Z,2021-03-15T12:37:35.055635575Z,pre,R3SP,2021-03-15 12:37:24,2021-03-15 12:37:35,10.9999563694
207,SG,13,NA,13,2021-03-15T12:40:27.431956076Z,2021-03-15T12:40:36.931984964Z,pre,R3SP,2021-03-15 12:40:27,2021-03-15 12:40:36,9.50002884864807
208,SG,13,NA,13,2021-03-15T12:42:16.557820792Z,2021-03-15T12:42:35.807808324Z,pre,R3SP,2021-03-15 12:42:16,2021-03-15 12:42:35,19.2499876022339
209,FR,14,23,14,2021-03-15T12:28:22.301742456Z,2021-03-15T12:30:14.052433919Z,pre,R3SP,2021-03-15 12:28:22,2021-03-15 12:30:14,111.750691413879
210,FR,14,23,14,2021-03-15T12:30:36.927712800Z,2021-03-15T12:31:44.803240243Z,pre,R3SP,2021-03-15 12:30:36,2021-03-15 12:31:44,67.875527381897
213,SG,14,NA,14,2021-03-15T12:37:47.305796146Z,2021-03-15T12:38:22.930997264Z,pre,R3SP,2021-03-15 12:37:47,2021-03-15 12:38:22,35.6252012252808
218,CR,15,8,15,2021-03-15T12:35:31.679786845Z,2021-03-15T12:36:12.055088241Z,pre,R3SP,2021-03-15 12:35:31,2021-03-15 12:36:12,40.375301361084
220,SG,16,NA,16,2021-03-15T12:32:40.178648111Z,2021-03-15T12:32:43.678594079Z,pre,R3SP,2021-03-15 12:32:40,2021-03-15 12:32:43,3.49994611740112
221,SG,16,NA,16,2021-03-15T12:32:47.803610556Z,2021-03-15T12:32:59.303636737Z,pre,R3SP,2021-03-15 12:32:47,2021-03-15 12:32:59,11.5000262260437
222,SG,16,NA,16,2021-03-15T12:36:36.180269041Z,2021-03-15T12:36:41.805384446Z,pre,R3SP,2021-03-15 12:36:36,2021-03-15 12:36:41,5.62511539459229
224,SG,16,NA,16,2021-03-15T12:38:40.056165027Z,2021-03-15T12:38:58.181762558Z,pre,R3SP,2021-03-15 12:38:40,2021-03-15 12:38:58,18.1255974769592
225,SG,16,NA,16,2021-03-15T12:42:03.807693496Z,2021-03-15T12:42:08.557765617Z,pre,R3SP,2021-03-15 12:42:03,2021-03-15 12:42:08,4.75007224082947
226,SG,16,NA,16,2021-03-15T12:42:24.807882692Z,2021-03-15T12:43:21.808194860Z,pre,R3SP,2021-03-15 12:42:24,2021-03-15 12:43:21,57.00031208992
227,SG,17,NA,17,2021-03-15T12:39:25.056506773Z,2021-03-15T12:39:30.931546806Z,pre,R3SP,2021-03-15 12:39:25,2021-03-15 12:39:30,5.87503981590271
228,SG,17,NA,17,2021-03-15T12:40:00.306781323Z,2021-03-15T12:40:21.181903004Z,pre,R3SP,2021-03-15 12:40:00,2021-03-15 12:40:21,20.8751215934753
229,CR,17,24,17,2021-03-15T12:42:34.932877380Z,2021-03-15T12:42:39.932909114Z,pre,R3SP,2021-03-15 12:42:34,2021-03-15 12:42:39,5.00003170967102
230,TB,18,NA,18,2021-03-15T12:32:42.803562261Z,2021-03-15T12:33:13.428856347Z,pre,R3SP,2021-03-15 12:32:42,2021-03-15 12:33:13,30.6252942085266
231,SG,18,NA,18,2021-03-15T12:33:35.554016137Z,2021-03-15T12:33:42.679021522Z,pre,R3SP,2021-03-15 12:33:35,2021-03-15 12:33:42,7.12500548362732
232,SG,18,NA,18,2021-03-15T12:33:58.804059772Z,2021-03-15T12:34:17.054270647Z,pre,R3SP,2021-03-15 12:33:58,2021-03-15 12:34:17,18.2502110004425
233,TB,18,NA,18,2021-03-15T12:42:07.807662641Z,2021-03-15T12:42:28.932820911Z,pre,R3SP,2021-03-15 12:42:07,2021-03-15 12:42:28,21.1251580715179
234,TQ,19,29,19,2021-03-15T12:31:12.052918105Z,2021-03-15T12:31:20.677994397Z,pre,R3SP,2021-03-15 12:31:12,2021-03-15 12:31:20,8.62507629394531
235,SG,19,NA,19,2021-03-15T12:33:28.178978061Z,2021-03-15T12:33:34.928957317Z,pre,R3SP,2021-03-15 12:33:28,2021-03-15 12:33:34,6.74997925758362
237,SG,19,NA,19,2021-03-15T12:34:33.929397585Z,2021-03-15T12:34:36.679334625Z,pre,R3SP,2021-03-15 12:34:33,2021-03-15 12:34:36,2.74993705749512
238,SG,19,NA,19,2021-03-15T12:35:58.179986633Z,2021-03-15T12:36:05.430012216Z,pre,R3SP,2021-03-15 12:35:58,2021-03-15 12:36:05,7.25002551078796
239,SG,19,NA,19,2021-03-15T12:36:47.430362498Z,2021-03-15T12:37:19.430659444Z,pre,R3SP,2021-03-15 12:36:47,2021-03-15 12:37:19,32.0002970695496
240,SG,19,NA,19,2021-03-15T12:42:14.807728637Z,2021-03-15T12:42:55.807981059Z,pre,R3SP,2021-03-15 12:42:14,2021-03-15 12:42:55,41.0002524852753
244,FR,20,27,20,2021-03-15T12:42:54.057944765Z,2021-03-15T12:43:02.558157306Z,pre,R3SP,2021-03-15 12:42:54,2021-03-15 12:43:02,8.50021243095398
245,CR,21,6,21,2021-03-15T12:28:21.301682148Z,2021-03-15T12:31:54.428225733Z,pre,R3SP,2021-03-15 12:28:21,2021-03-15 12:31:54,213.126543521881
246,SG,21,NA,21,2021-03-15T12:32:12.928444835Z,2021-03-15T12:32:19.053478354Z,pre,R3SP,2021-03-15 12:32:12,2021-03-15 12:32:19,6.12503337860107
247,SG,22,NA,22,2021-03-15T12:30:32.552627529Z,2021-03-15T12:30:49.177845562Z,pre,R3SP,2021-03-15 12:30:32,2021-03-15 12:30:49,16.6252179145813
248,SG,22,NA,22,2021-03-15T12:33:41.054025204Z,2021-03-15T12:37:50.805869869Z,pre,R3SP,2021-03-15 12:33:41,2021-03-15 12:37:50,249.751844644547
249,SG,22,NA,22,2021-03-15T12:37:59.555880817Z,2021-03-15T12:38:04.430914506Z,pre,R3SP,2021-03-15 12:37:59,2021-03-15 12:38:04,4.87503361701965
250,SG,22,NA,22,2021-03-15T12:38:58.181762558Z,2021-03-15T12:39:05.556409449Z,pre,R3SP,2021-03-15 12:38:58,2021-03-15 12:39:05,7.37464690208435
251,SG,22,NA,22,2021-03-15T12:39:50.556643746Z,2021-03-15T12:40:09.931751824Z,pre,R3SP,2021-03-15 12:39:50,2021-03-15 12:40:09,19.3751080036163
252,SG,22,NA,22,2021-03-15T12:42:18.307682146Z,2021-03-15T12:42:39.557982636Z,pre,R3SP,2021-03-15 12:42:18,2021-03-15 12:42:39,21.2503006458282
256,SG,24,NA,24,2021-03-15T12:33:31.053931457Z,2021-03-15T12:33:54.054145952Z,pre,R3SP,2021-03-15 12:33:31,2021-03-15 12:33:54,23.0002145767212
257,SG,24,NA,24,2021-03-15T12:33:56.679205116Z,2021-03-15T12:34:05.929180813Z,pre,R3SP,2021-03-15 12:33:56,2021-03-15 12:34:05,9.24997568130493
258,SG,24,NA,24,2021-03-15T12:34:28.554442702Z,2021-03-15T12:34:37.054462414Z,pre,R3SP,2021-03-15 12:34:28,2021-03-15 12:34:37,8.50001978874207
259,SG,24,NA,24,2021-03-15T12:34:58.554516434Z,2021-03-15T12:35:05.429625175Z,pre,R3SP,2021-03-15 12:34:58,2021-03-15 12:35:05,6.87510895729065
262,SG,24,NA,24,2021-03-15T12:42:50.182947565Z,2021-03-15T12:42:56.683018924Z,pre,R3SP,2021-03-15 12:42:50,2021-03-15 12:42:56,6.50007128715515
263,SG,24,NA,24,2021-03-15T12:43:12.683081292Z,2021-03-15T12:43:21.933267194Z,pre,R3SP,2021-03-15 12:43:12,2021-03-15 12:43:21,9.25018572807312
264,SG,25,NA,25,2021-03-15T12:28:51.426885883Z,2021-03-15T12:29:04.927056465Z,pre,R3SP,2021-03-15 12:28:51,2021-03-15 12:29:04,13.5001707077026
265,SG,25,NA,25,2021-03-15T12:29:09.552033321Z,2021-03-15T12:29:17.427168484Z,pre,R3SP,2021-03-15 12:29:09,2021-03-15 12:29:17,7.87513494491577
266,SG,26,NA,26,2021-03-15T12:29:46.677299131Z,2021-03-15T12:29:48.302297238Z,pre,R3SP,2021-03-15 12:29:46,2021-03-15 12:29:48,1.62499833106995
269,CR,27,2,27,2021-03-15T12:34:23.054244848Z,2021-03-15T12:34:26.179329885Z,pre,R3SP,2021-03-15 12:34:23,2021-03-15 12:34:26,3.12508511543274
271,SG,27,NA,27,2021-03-15T12:41:21.432335606Z,2021-03-15T12:41:24.182355348Z,pre,R3SP,2021-03-15 12:41:21,2021-03-15 12:41:24,2.75001978874207
272,SG,27,NA,27,2021-03-15T12:41:36.182438397Z,2021-03-15T12:41:45.557463896Z,pre,R3SP,2021-03-15 12:41:36,2021-03-15 12:41:45,9.37502551078796
274,SG,28,NA,28,2021-03-15T12:35:03.554690358Z,2021-03-15T12:35:25.804769063Z,pre,R3SP,2021-03-15 12:35:03,2021-03-15 12:35:25,22.2500786781311
275,SG,28,NA,28,2021-03-15T12:36:54.305490308Z,2021-03-15T12:37:09.305598776Z,pre,R3SP,2021-03-15 12:36:54,2021-03-15 12:37:09,15.0001084804535
276,SG,28,NA,28,2021-03-15T12:40:04.807193676Z,2021-03-15T12:40:08.556748494Z,pre,R3SP,2021-03-15 12:40:04,2021-03-15 12:40:08,3.74955463409424
278,SG,29,NA,29,2021-03-15T12:34:12.804301240Z,2021-03-15T12:34:43.679522215Z,pre,R3SP,2021-03-15 12:34:12,2021-03-15 12:34:43,30.8752210140228
279,SG,1,NA,1,2021-03-16T12:15:45.796144919Z,2021-03-16T12:16:13.421345007Z,post,R3SP,2021-03-16 12:15:45,2021-03-16 12:16:13,27.6252000331879
280,T,1,18,1,2021-03-16T12:16:16.421366854Z,2021-03-16T12:16:22.296408408Z,post,R3SP,2021-03-16 12:16:16,2021-03-16 12:16:22,5.87504148483276
281,SG,1,NA,1,2021-03-16T12:16:29.296395556Z,2021-03-16T12:16:32.546480073Z,post,R3SP,2021-03-16 12:16:29,2021-03-16 12:16:32,3.25008463859558
282,SG,1,NA,1,2021-03-16T12:16:35.921449292Z,2021-03-16T12:16:39.546527122Z,post,R3SP,2021-03-16 12:16:35,2021-03-16 12:16:39,3.62507796287537
283,SG,1,NA,1,2021-03-16T12:16:40.796537655Z,2021-03-16T12:17:02.546675891Z,post,R3SP,2021-03-16 12:16:40,2021-03-16 12:17:02,21.7501382827759
284,G,1,5,1,2021-03-16T12:17:07.796671644Z,2021-03-16T12:17:39.046950765Z,post,R3SP,2021-03-16 12:17:07,2021-03-16 12:17:39,31.2502791881561
285,G,1,5,1,2021-03-16T12:17:46.672001592Z,2021-03-16T12:17:58.547074614Z,post,R3SP,2021-03-16 12:17:46,2021-03-16 12:17:58,11.8750729560852
286,SG,1,NA,1,2021-03-16T12:18:08.922149815Z,2021-03-16T12:18:17.672170047Z,post,R3SP,2021-03-16 12:18:08,2021-03-16 12:18:17,8.75002026557922
287,SG,1,NA,1,2021-03-16T12:18:21.672225769Z,2021-03-16T12:18:26.797279859Z,post,R3SP,2021-03-16 12:18:21,2021-03-16 12:18:26,5.12505412101746
288,FR,1,26,1,2021-03-16T12:18:49.672427106Z,2021-03-16T12:18:51.547438394Z,post,R3SP,2021-03-16 12:18:49,2021-03-16 12:18:51,1.87501120567322
289,SG,1,NA,1,2021-03-16T12:19:02.047468999Z,2021-03-16T12:19:30.172644501Z,post,R3SP,2021-03-16 12:19:02,2021-03-16 12:19:30,28.1251757144928
290,G,1,5,1,2021-03-16T12:19:52.672858071Z,2021-03-16T12:20:16.547966403Z,post,R3SP,2021-03-16 12:19:52,2021-03-16 12:20:16,23.8751084804535
291,SG,1,NA,1,2021-03-16T12:20:26.048137614Z,2021-03-16T12:20:30.048065569Z,post,R3SP,2021-03-16 12:20:26,2021-03-16 12:20:30,3.99992799758911
292,SG,1,NA,1,2021-03-16T12:20:31.923130925Z,2021-03-16T12:20:46.798284400Z,post,R3SP,2021-03-16 12:20:31,2021-03-16 12:20:46,14.8751533031464
293,SG,1,NA,1,2021-03-16T12:22:27.923954282Z,2021-03-16T12:22:32.423988324Z,post,R3SP,2021-03-16 12:22:27,2021-03-16 12:22:32,4.50003409385681
294,SG,1,NA,1,2021-03-16T12:22:58.549127250Z,2021-03-16T12:23:09.424248100Z,post,R3SP,2021-03-16 12:22:58,2021-03-16 12:23:09,10.8751208782196
295,SG,1,NA,1,2021-03-16T12:23:17.299310756Z,2021-03-16T12:23:39.299442045Z,post,R3SP,2021-03-16 12:23:17,2021-03-16 12:23:39,22.0001313686371
296,SG,1,NA,1,2021-03-16T12:23:44.674499753Z,2021-03-16T12:24:15.799711901Z,post,R3SP,2021-03-16 12:23:44,2021-03-16 12:24:15,31.1252121925354
297,SG,1,NA,1,2021-03-16T12:27:45.551305145Z,2021-03-16T12:27:58.676288625Z,post,R3SP,2021-03-16 12:27:45,2021-03-16 12:27:58,13.124983549118
298,SG,1,NA,1,2021-03-16T12:28:02.301392540Z,2021-03-16T12:28:03.426422074Z,post,R3SP,2021-03-16 12:28:02,2021-03-16 12:28:03,1.12502956390381
299,FR,1,8,1,2021-03-16T12:28:10.676453920Z,2021-03-16T12:28:16.551529479Z,post,R3SP,2021-03-16 12:28:10,2021-03-16 12:28:16,5.87507557868958
300,SG,2,NA,2,2021-03-16T12:13:29.170186622Z,2021-03-16T12:13:37.545256313Z,post,R3SP,2021-03-16 12:13:29,2021-03-16 12:13:37,8.37506985664368
301,SG,2,NA,2,2021-03-16T12:13:41.170274090Z,2021-03-16T12:13:43.420301112Z,post,R3SP,2021-03-16 12:13:41,2021-03-16 12:13:43,2.25002717971802
302,SG,2,NA,2,2021-03-16T12:14:11.545501422Z,2021-03-16T12:14:16.545565342Z,post,R3SP,2021-03-16 12:14:11,2021-03-16 12:14:16,5.0000638961792
303,SG,2,NA,2,2021-03-16T12:14:35.420618815Z,2021-03-16T12:14:37.545735538Z,post,R3SP,2021-03-16 12:14:35,2021-03-16 12:14:37,2.12511682510376
304,G,2,5,2,2021-03-16T12:14:40.795715400Z,2021-03-16T12:15:33.671040861Z,post,R3SP,2021-03-16 12:14:40,2021-03-16 12:15:33,52.8753254413605
305,SG,2,NA,2,2021-03-16T12:15:35.796114178Z,2021-03-16T12:15:44.171135472Z,post,R3SP,2021-03-16 12:15:35,2021-03-16 12:15:44,8.37502121925354
306,G,2,5,2,2021-03-16T12:15:48.296175225Z,2021-03-16T12:16:30.171453926Z,post,R3SP,2021-03-16 12:15:48,2021-03-16 12:16:30,41.875278711319
307,SG,2,NA,2,2021-03-16T12:16:55.296637366Z,2021-03-16T12:16:56.546683157Z,post,R3SP,2021-03-16 12:16:55,2021-03-16 12:16:56,1.25004577636719
308,SG,2,NA,2,2021-03-16T12:17:41.046956034Z,2021-03-16T12:17:42.796910186Z,post,R3SP,2021-03-16 12:17:41,2021-03-16 12:17:42,1.74995422363281
309,SG,2,NA,2,2021-03-16T12:18:01.922100426Z,2021-03-16T12:18:14.547192537Z,post,R3SP,2021-03-16 12:18:01,2021-03-16 12:18:14,12.6250920295715
310,SG,2,NA,2,2021-03-16T12:18:15.922140761Z,2021-03-16T12:18:24.047201065Z,post,R3SP,2021-03-16 12:18:15,2021-03-16 12:18:24,8.12506031990051
311,SG,2,NA,2,2021-03-16T12:18:27.797282516Z,2021-03-16T12:18:30.297254252Z,post,R3SP,2021-03-16 12:18:27,2021-03-16 12:18:30,2.49997186660767
312,SG,2,NA,2,2021-03-16T12:18:35.422274080Z,2021-03-16T12:18:45.797403645Z,post,R3SP,2021-03-16 12:18:35,2021-03-16 12:18:45,10.3751294612885
313,TB,2,NA,2,2021-03-16T12:18:46.297409708Z,2021-03-16T12:19:00.172435337Z,post,R3SP,2021-03-16 12:18:46,2021-03-16 12:19:00,13.875025510788
314,SG,2,NA,2,2021-03-16T12:19:21.672650503Z,2021-03-16T12:19:37.172757026Z,post,R3SP,2021-03-16 12:19:21,2021-03-16 12:19:37,15.5001063346863
315,SG,2,NA,2,2021-03-16T12:20:19.548054298Z,2021-03-16T12:20:27.548156220Z,post,R3SP,2021-03-16 12:20:19,2021-03-16 12:20:27,8.00010204315186
316,G,2,5,2,2021-03-16T12:20:48.923211010Z,2021-03-16T12:20:52.798284357Z,post,R3SP,2021-03-16 12:20:48,2021-03-16 12:20:52,3.87507319450378
317,G,2,17,2,2021-03-16T12:20:55.673314746Z,2021-03-16T12:22:04.798832615Z,post,R3SP,2021-03-16 12:20:55,2021-03-16 12:22:04,69.1255178451538
318,SG,2,NA,2,2021-03-16T12:22:05.173775255Z,2021-03-16T12:22:14.048870680Z,post,R3SP,2021-03-16 12:22:05,2021-03-16 12:22:14,8.87509536743164
319,SG,2,NA,2,2021-03-16T12:22:18.298841793Z,2021-03-16T12:22:49.174105611Z,post,R3SP,2021-03-16 12:22:18,2021-03-16 12:22:49,30.8752639293671
320,SG,2,NA,2,2021-03-16T12:22:50.799154Z,2021-03-16T12:22:56.049199316Z,post,R3SP,2021-03-16 12:22:50,2021-03-16 12:22:56,5.25004529953003
321,G,2,5,2,2021-03-16T12:28:01.926349938Z,2021-03-16T12:28:22.051566709Z,post,R3SP,2021-03-16 12:28:01,2021-03-16 12:28:22,20.1252167224884
322,FR,3,7,3,2021-03-16T12:21:22.798513632Z,2021-03-16T12:21:25.923512184Z,post,R3SP,2021-03-16 12:21:22,2021-03-16 12:21:25,3.12499856948853
323,FR,3,15,3,2021-03-16T12:25:01.425039963Z,2021-03-16T12:25:04.675016900Z,post,R3SP,2021-03-16 12:25:01,2021-03-16 12:25:04,3.24997687339783
324,T,3,6,3,2021-03-16T12:25:07.050099716Z,2021-03-16T12:25:20.925129884Z,post,R3SP,2021-03-16 12:25:07,2021-03-16 12:25:20,13.8750302791595
325,FR,3,6,3,2021-03-16T12:25:30.425195734Z,2021-03-16T12:25:33.675222190Z,post,R3SP,2021-03-16 12:25:30,2021-03-16 12:25:33,3.25002646446228
326,T,3,4,3,2021-03-16T12:25:53.675421667Z,2021-03-16T12:26:01.300458351Z,post,R3SP,2021-03-16 12:25:53,2021-03-16 12:26:01,7.62503671646118
327,T,3,4,3,2021-03-16T12:26:18.800598373Z,2021-03-16T12:26:42.800753343Z,post,R3SP,2021-03-16 12:26:18,2021-03-16 12:26:42,24.0001549720764
328,SG,3,NA,3,2021-03-16T12:27:21.926046747Z,2021-03-16T12:27:28.926161140Z,post,R3SP,2021-03-16 12:27:21,2021-03-16 12:27:28,7.00011420249939
329,CR,4,17,4,2021-03-16T12:13:47.295273318Z,2021-03-16T12:13:49.170286550Z,post,R3SP,2021-03-16 12:13:47,2021-03-16 12:13:49,1.87501335144043
330,SG,4,NA,4,2021-03-16T12:14:02.295383353Z,2021-03-16T12:14:07.295460953Z,post,R3SP,2021-03-16 12:14:02,2021-03-16 12:14:07,5.00007748603821
331,FR,4,28,4,2021-03-16T12:14:20.545606687Z,2021-03-16T12:14:22.920532773Z,post,R3SP,2021-03-16 12:14:20,2021-03-16 12:14:22,2.37492609024048
332,SG,4,NA,4,2021-03-16T12:14:34.670680752Z,2021-03-16T12:14:59.545866814Z,post,R3SP,2021-03-16 12:14:34,2021-03-16 12:14:59,24.8751859664917
333,SG,4,NA,4,2021-03-16T12:15:04.545881402Z,2021-03-16T12:15:13.670940279Z,post,R3SP,2021-03-16 12:15:04,2021-03-16 12:15:13,9.12505865097046
334,A,4,5,4,2021-03-16T12:15:32.796073519Z,2021-03-16T12:15:34.796083336Z,post,R3SP,2021-03-16 12:15:32,2021-03-16 12:15:34,2.00001001358032
335,G,4,5,4,2021-03-16T12:15:36.421093520Z,2021-03-16T12:16:06.296225448Z,post,R3SP,2021-03-16 12:15:36,2021-03-16 12:16:06,29.8751320838928
336,SG,4,NA,4,2021-03-16T12:16:09.296248294Z,2021-03-16T12:16:17.046439343Z,post,R3SP,2021-03-16 12:16:09,2021-03-16 12:16:17,7.75019121170044
337,TB,4,NA,4,2021-03-16T12:16:44.421561285Z,2021-03-16T12:16:48.296595610Z,post,R3SP,2021-03-16 12:16:44,2021-03-16 12:16:48,3.87503433227539
338,SG,4,NA,4,2021-03-16T12:16:59.046729237Z,2021-03-16T12:17:06.171717902Z,post,R3SP,2021-03-16 12:16:59,2021-03-16 12:17:06,7.1249885559082
339,SG,4,NA,4,2021-03-16T12:18:16.172140519Z,2021-03-16T12:18:17.422154303Z,post,R3SP,2021-03-16 12:18:16,2021-03-16 12:18:17,1.25001358985901
340,T,4,20,4,2021-03-16T12:19:42.047811152Z,2021-03-16T12:19:50.172854242Z,post,R3SP,2021-03-16 12:19:42,2021-03-16 12:19:50,8.12504291534424
341,FR,4,13,4,2021-03-16T12:20:28.798160070Z,2021-03-16T12:20:31.423089071Z,post,R3SP,2021-03-16 12:20:28,2021-03-16 12:20:31,2.62492895126343
342,SG,4,NA,4,2021-03-16T12:20:33.298169225Z,2021-03-16T12:20:35.798113516Z,post,R3SP,2021-03-16 12:20:33,2021-03-16 12:20:35,2.49994444847107
