Column,Behaviour,Actor,Receiver,Focal,T_start,T_stop,period,treatment_rep,T_start_UNIX,T_stop_UNIX,duration
1269,G,21,23,21,2021-04-27T11:10:54.022686113Z,2021-04-27T11:11:04.397781948Z,post,R9SP,2021-04-27 11:10:54,2021-04-27 11:11:04,10.3750958442688
1270,SG,21,NA,21,2021-04-27T11:11:06.522806092Z,2021-04-27T11:11:09.772845940Z,post,R9SP,2021-04-27 11:11:06,2021-04-27 11:11:09,3.25003981590271
1271,G,21,23,21,2021-04-27T11:11:09.772845940Z,2021-04-27T11:11:20.273457828Z,post,R9SP,2021-04-27 11:11:09,2021-04-27 11:11:20,10.500611782074
1272,SG,22,NA,22,2021-04-27T10:56:25.514394219Z,2021-04-27T10:56:28.764457865Z,post,R9SP,2021-04-27 10:56:25,2021-04-27 10:56:28,3.25006365776062
1273,SG,22,NA,22,2021-04-27T10:56:39.639597816Z,2021-04-27T10:56:47.014638378Z,post,R9SP,2021-04-27 10:56:39,2021-04-27 10:56:47,7.37504053115845
1274,SG,22,NA,22,2021-04-27T10:56:52.764675858Z,2021-04-27T10:56:57.014717793Z,post,R9SP,2021-04-27 10:56:52,2021-04-27 10:56:57,4.25004196166992
1275,G,22,32,22,2021-04-27T10:58:55.265804267Z,2021-04-27T10:59:09.015938686Z,post,R9SP,2021-04-27 10:58:55,2021-04-27 10:59:09,13.7501344680786
1276,SG,22,NA,22,2021-04-27T10:59:18.141000513Z,2021-04-27T10:59:46.266377447Z,post,R9SP,2021-04-27 10:59:18,2021-04-27 10:59:46,28.1253769397736
1277,SG,22,NA,22,2021-04-27T11:01:54.892553948Z,2021-04-27T11:02:03.392634913Z,post,R9SP,2021-04-27 11:01:54,2021-04-27 11:02:03,8.50008082389832
1278,SG,22,NA,22,2021-04-27T11:02:06.767664972Z,2021-04-27T11:02:16.517766195Z,post,R9SP,2021-04-27 11:02:06,2021-04-27 11:02:16,9.75010132789612
1279,G,22,32,22,2021-04-27T11:02:43.518028434Z,2021-04-27T11:03:04.893155742Z,post,R9SP,2021-04-27 11:02:43,2021-04-27 11:03:04,21.3751273155212
1280,SG,22,NA,22,2021-04-27T11:03:06.893176423Z,2021-04-27T11:03:16.268332265Z,post,R9SP,2021-04-27 11:03:06,2021-04-27 11:03:16,9.37515592575073
1281,G,22,32,22,2021-04-27T11:03:20.143303448Z,2021-04-27T11:03:33.268484762Z,post,R9SP,2021-04-27 11:03:20,2021-04-27 11:03:33,13.1251814365387
1282,SG,22,NA,22,2021-04-27T11:03:49.768648331Z,2021-04-27T11:03:58.768740436Z,post,R9SP,2021-04-27 11:03:49,2021-04-27 11:03:58,9.00009202957153
1283,SG,22,NA,22,2021-04-27T11:04:13.768882014Z,2021-04-27T11:04:27.768981516Z,post,R9SP,2021-04-27 11:04:13,2021-04-27 11:04:27,14.0000994205475
1284,SG,22,NA,22,2021-04-27T11:04:29.769004512Z,2021-04-27T11:04:36.519103040Z,post,R9SP,2021-04-27 11:04:29,2021-04-27 11:04:36,6.75009846687317
1285,G,22,23,22,2021-04-27T11:04:48.769210110Z,2021-04-27T11:04:55.144280384Z,post,R9SP,2021-04-27 11:04:48,2021-04-27 11:04:55,6.37507033348083
1286,SG,22,NA,22,2021-04-27T11:05:19.019535531Z,2021-04-27T11:05:26.144560791Z,post,R9SP,2021-04-27 11:05:19,2021-04-27 11:05:26,7.12502527236938
1287,SG,22,NA,22,2021-04-27T11:05:36.019664639Z,2021-04-27T11:06:03.769926749Z,post,R9SP,2021-04-27 11:05:36,2021-04-27 11:06:03,27.750262260437
1288,SG,22,NA,22,2021-04-27T11:06:32.645135287Z,2021-04-27T11:06:35.145230188Z,post,R9SP,2021-04-27 11:06:32,2021-04-27 11:06:35,2.50009489059448
1290,SG,22,NA,22,2021-04-27T11:07:08.020543360Z,2021-04-27T11:07:12.020579961Z,post,R9SP,2021-04-27 11:07:08,2021-04-27 11:07:12,4.00003671646118
1291,SG,22,NA,22,2021-04-27T11:08:42.396442007Z,2021-04-27T11:08:46.271531258Z,post,R9SP,2021-04-27 11:08:42,2021-04-27 11:08:46,3.87508940696716
1292,SG,22,NA,22,2021-04-27T11:09:06.396659851Z,2021-04-27T11:09:13.771805895Z,post,R9SP,2021-04-27 11:09:06,2021-04-27 11:09:13,7.37514615058899
1293,SG,22,NA,22,2021-04-27T11:09:16.396772918Z,2021-04-27T11:09:20.271802074Z,post,R9SP,2021-04-27 11:09:16,2021-04-27 11:09:20,3.87502932548523
1294,SG,22,NA,22,2021-04-27T11:09:26.771857846Z,2021-04-27T11:10:23.272392442Z,post,R9SP,2021-04-27 11:09:26,2021-04-27 11:10:23,56.5005347728729
1296,SG,23,NA,23,2021-04-27T11:00:15.266578067Z,2021-04-27T11:00:22.766687561Z,post,R9SP,2021-04-27 11:00:15,2021-04-27 11:00:22,7.50010967254639
1297,SG,23,NA,23,2021-04-27T11:01:01.892057228Z,2021-04-27T11:01:19.892261124Z,post,R9SP,2021-04-27 11:01:01,2021-04-27 11:01:19,18.0002038478851
1313,SG,23,NA,23,2021-04-27T11:08:24.771261382Z,2021-04-27T11:08:34.646360795Z,post,R9SP,2021-04-27 11:08:24,2021-04-27 11:08:34,9.87509942054749
1314,SG,23,NA,23,2021-04-27T11:08:45.646481332Z,2021-04-27T11:08:58.521591298Z,post,R9SP,2021-04-27 11:08:45,2021-04-27 11:08:58,12.875109910965
1315,SG,23,NA,23,2021-04-27T11:09:05.146627779Z,2021-04-27T11:09:28.521876132Z,post,R9SP,2021-04-27 11:09:05,2021-04-27 11:09:28,23.3752484321594
1324,SG,24,NA,24,2021-04-27T11:09:19.771798126Z,2021-04-27T11:11:20.773030117Z,post,R9SP,2021-04-27 11:09:19,2021-04-27 11:11:20,121.001231908798
1325,FR,25,28,25,2021-04-27T11:01:45.267429034Z,2021-04-27T11:03:21.393312994Z,post,R9SP,2021-04-27 11:01:45,2021-04-27 11:03:21,96.1258838176727
1326,SG,26,NA,26,2021-04-27T10:56:57.764724227Z,2021-04-27T10:57:09.264811894Z,post,R9SP,2021-04-27 10:56:57,2021-04-27 10:57:09,11.5000877380371
1327,SG,26,NA,26,2021-04-27T11:01:16.392210250Z,2021-04-27T11:01:34.642401524Z,post,R9SP,2021-04-27 11:01:16,2021-04-27 11:01:34,18.2501912117004
1328,SG,26,NA,26,2021-04-27T11:01:42.892432602Z,2021-04-27T11:01:50.767519725Z,post,R9SP,2021-04-27 11:01:42,2021-04-27 11:01:50,7.87508702278137
1329,G,26,32,26,2021-04-27T11:04:14.893892708Z,2021-04-27T11:04:19.893943808Z,post,R9SP,2021-04-27 11:04:14,2021-04-27 11:04:19,5.00005102157593
1330,SG,26,NA,26,2021-04-27T11:04:30.519046757Z,2021-04-27T11:04:39.644119339Z,post,R9SP,2021-04-27 11:04:30,2021-04-27 11:04:39,9.12507247924805
1331,SG,26,NA,26,2021-04-27T11:04:49.394269362Z,2021-04-27T11:04:59.394315856Z,post,R9SP,2021-04-27 11:04:49,2021-04-27 11:04:59,10.0000464916229
1332,G,26,23,26,2021-04-27T11:06:23.020113942Z,2021-04-27T11:06:31.395189009Z,post,R9SP,2021-04-27 11:06:23,2021-04-27 11:06:31,8.37507510185242
1334,SG,27,NA,27,2021-04-27T11:01:50.267514188Z,2021-04-27T11:01:53.392536909Z,post,R9SP,2021-04-27 11:01:50,2021-04-27 11:01:53,3.12502264976501
1335,SG,27,NA,27,2021-04-27T11:02:17.767769757Z,2021-04-27T11:02:26.892794818Z,post,R9SP,2021-04-27 11:02:17,2021-04-27 11:02:26,9.12502503395081
1336,SG,27,NA,27,2021-04-27T11:02:38.017933370Z,2021-04-27T11:03:12.268305921Z,post,R9SP,2021-04-27 11:02:38,2021-04-27 11:03:12,34.2503726482391
1337,SG,27,NA,27,2021-04-27T11:06:51.895378056Z,2021-04-27T11:06:54.520417063Z,post,R9SP,2021-04-27 11:06:51,2021-04-27 11:06:54,2.62503886222839
1338,SG,27,NA,27,2021-04-27T11:07:44.770921189Z,2021-04-27T11:07:50.145939758Z,post,R9SP,2021-04-27 11:07:44,2021-04-27 11:07:50,5.37501859664917
1339,SG,27,NA,27,2021-04-27T11:09:53.647125372Z,2021-04-27T11:10:44.772605881Z,post,R9SP,2021-04-27 11:09:53,2021-04-27 11:10:44,51.1254804134369
1340,G,27,16,27,2021-04-27T11:11:05.647798052Z,2021-04-27T11:11:20.898019247Z,post,R9SP,2021-04-27 11:11:05,2021-04-27 11:11:20,15.2502212524414
1341,SG,28,NA,28,2021-04-27T10:58:37.390683523Z,2021-04-27T10:58:47.015736550Z,post,R9SP,2021-04-27 10:58:37,2021-04-27 10:58:47,9.62505316734314
1343,SG,28,NA,28,2021-04-27T11:04:04.268757655Z,2021-04-27T11:04:14.893892708Z,post,R9SP,2021-04-27 11:04:04,2021-04-27 11:04:14,10.6251351833344
1344,G,28,3,28,2021-04-27T11:05:02.894376792Z,2021-04-27T11:05:17.019487283Z,post,R9SP,2021-04-27 11:05:02,2021-04-27 11:05:17,14.1251106262207
1345,G,28,3,28,2021-04-27T11:05:20.894509380Z,2021-04-27T11:05:23.019531197Z,post,R9SP,2021-04-27 11:05:20,2021-04-27 11:05:23,2.12502193450928
1346,SG,28,NA,28,2021-04-27T11:05:32.519594341Z,2021-04-27T11:05:38.144715911Z,post,R9SP,2021-04-27 11:05:32,2021-04-27 11:05:38,5.62512159347534
1347,SG,28,NA,28,2021-04-27T11:05:52.269874353Z,2021-04-27T11:06:08.395016946Z,post,R9SP,2021-04-27 11:05:52,2021-04-27 11:06:08,16.1251425743103
1349,SG,28,NA,28,2021-04-27T11:06:34.270287702Z,2021-04-27T11:06:51.145388867Z,post,R9SP,2021-04-27 11:06:34,2021-04-27 11:06:51,16.8751010894775
1350,GQ,28,1,28,2021-04-27T11:07:42.395858999Z,2021-04-27T11:07:48.395919175Z,post,R9SP,2021-04-27 11:07:42,2021-04-27 11:07:48,6.00006008148193
1351,SG,28,NA,28,2021-04-27T11:08:03.396071268Z,2021-04-27T11:08:10.771103037Z,post,R9SP,2021-04-27 11:08:03,2021-04-27 11:08:10,7.3750319480896
1353,SG,29,NA,29,2021-04-27T10:56:21.014378419Z,2021-04-27T10:56:43.014547283Z,post,R9SP,2021-04-27 10:56:21,2021-04-27 10:56:43,22.0001690387726
1354,SG,29,NA,29,2021-04-27T10:57:21.889961065Z,2021-04-27T10:57:26.515010720Z,post,R9SP,2021-04-27 10:57:21,2021-04-27 10:57:26,4.62504982948303
1355,SG,29,NA,29,2021-04-27T10:57:52.515256689Z,2021-04-27T10:58:24.015543425Z,post,R9SP,2021-04-27 10:57:52,2021-04-27 10:58:24,31.5002868175507
1356,SG,29,NA,29,2021-04-27T10:58:54.640802782Z,2021-04-27T10:58:57.640840519Z,post,R9SP,2021-04-27 10:58:54,2021-04-27 10:58:57,3.0000376701355
1357,SG,29,NA,29,2021-04-27T10:59:50.391378234Z,2021-04-27T11:00:03.641508031Z,post,R9SP,2021-04-27 10:59:50,2021-04-27 11:00:03,13.2501299381256
1358,SG,29,NA,29,2021-04-27T11:01:33.642386922Z,2021-04-27T11:01:56.267564263Z,post,R9SP,2021-04-27 11:01:33,2021-04-27 11:01:56,22.6251773834229
1359,SG,29,NA,29,2021-04-27T11:02:34.017924856Z,2021-04-27T11:02:58.893099481Z,post,R9SP,2021-04-27 11:02:34,2021-04-27 11:02:58,24.8751747608185
1360,SG,29,NA,29,2021-04-27T11:05:14.519460178Z,2021-04-27T11:06:33.770284864Z,post,R9SP,2021-04-27 11:05:14,2021-04-27 11:06:33,79.2508246898651
1361,SG,29,NA,29,2021-04-27T11:09:08.521681157Z,2021-04-27T11:09:21.521810140Z,post,R9SP,2021-04-27 11:09:08,2021-04-27 11:09:21,13.0001289844513
1362,SG,29,NA,29,2021-04-27T11:10:13.022294298Z,2021-04-27T11:10:37.147562197Z,post,R9SP,2021-04-27 11:10:13,2021-04-27 11:10:37,24.1252679824829
1363,SG,30,NA,30,2021-04-27T10:56:28.389459007Z,2021-04-27T10:56:37.389531435Z,post,R9SP,2021-04-27 10:56:28,2021-04-27 10:56:37,9.00007247924805
1365,SG,30,NA,30,2021-04-27T11:10:03.022246740Z,2021-04-27T11:10:40.897575571Z,post,R9SP,2021-04-27 11:10:03,2021-04-27 11:10:40,37.8753287792206
1366,SG,30,NA,30,2021-04-27T11:10:46.522620541Z,2021-04-27T11:10:48.522636282Z,post,R9SP,2021-04-27 11:10:46,2021-04-27 11:10:48,2.00001573562622
1368,SG,31,NA,31,2021-04-27T10:56:39.014543955Z,2021-04-27T10:56:46.889558865Z,post,R9SP,2021-04-27 10:56:39,2021-04-27 10:56:46,7.8750147819519
1369,SG,31,NA,31,2021-04-27T10:58:52.265776476Z,2021-04-27T10:58:58.265844786Z,post,R9SP,2021-04-27 10:58:52,2021-04-27 10:58:58,6.0000684261322
1370,SG,31,NA,31,2021-04-27T10:59:46.141293632Z,2021-04-27T10:59:53.391405804Z,post,R9SP,2021-04-27 10:59:46,2021-04-27 10:59:53,7.25011229515076
1371,SG,31,NA,31,2021-04-27T11:02:01.892563439Z,2021-04-27T11:02:19.142782502Z,post,R9SP,2021-04-27 11:02:01,2021-04-27 11:02:19,17.2502191066742
1373,SG,32,NA,32,2021-04-27T10:56:50.264654994Z,2021-04-27T10:57:14.639883931Z,post,R9SP,2021-04-27 10:56:50,2021-04-27 10:57:14,24.3752291202545
1375,SG,32,NA,32,2021-04-27T11:00:06.891573361Z,2021-04-27T11:00:21.266674378Z,post,R9SP,2021-04-27 11:00:06,2021-04-27 11:00:21,14.375100851059
1376,SG,32,NA,32,2021-04-27T11:00:50.266954717Z,2021-04-27T11:01:02.017060527Z,post,R9SP,2021-04-27 11:00:50,2021-04-27 11:01:02,11.7501058578491
1385,SG,33,NA,33,2021-04-27T11:01:57.142573749Z,2021-04-27T11:02:14.517738643Z,post,R9SP,2021-04-27 11:01:57,2021-04-27 11:02:14,17.3751647472382
1386,SG,33,NA,33,2021-04-27T11:02:39.142981613Z,2021-04-27T11:02:45.768048398Z,post,R9SP,2021-04-27 11:02:39,2021-04-27 11:02:45,6.62506675720215
1387,A,33,23,33,2021-04-27T11:02:48.518072253Z,2021-04-27T11:02:51.768104375Z,post,R9SP,2021-04-27 11:02:48,2021-04-27 11:02:51,3.2500319480896
1388,G,33,23,33,2021-04-27T11:02:51.768104375Z,2021-04-27T11:03:00.018110661Z,post,R9SP,2021-04-27 11:02:51,2021-04-27 11:03:00,8.25000643730164
1389,SG,33,NA,33,2021-04-27T11:03:01.643122904Z,2021-04-27T11:03:05.893166442Z,post,R9SP,2021-04-27 11:03:01,2021-04-27 11:03:05,4.25004363059998
1390,G,33,23,33,2021-04-27T11:03:06.268169692Z,2021-04-27T11:03:32.268432124Z,post,R9SP,2021-04-27 11:03:06,2021-04-27 11:03:32,26.0002624988556
1391,SG,33,NA,33,2021-04-27T11:03:33.268484762Z,2021-04-27T11:03:39.518513624Z,post,R9SP,2021-04-27 11:03:33,2021-04-27 11:03:39,6.25002884864807
1392,G,33,23,33,2021-04-27T11:03:40.268515914Z,2021-04-27T11:04:03.643749180Z,post,R9SP,2021-04-27 11:03:40,2021-04-27 11:04:03,23.3752334117889
1393,SG,33,NA,33,2021-04-27T11:04:04.768765286Z,2021-04-27T11:04:14.143888682Z,post,R9SP,2021-04-27 11:04:04,2021-04-27 11:04:14,9.37512350082397
1394,G,33,23,33,2021-04-27T11:04:15.393899175Z,2021-04-27T11:04:21.143906280Z,post,R9SP,2021-04-27 11:04:15,2021-04-27 11:04:21,5.75000715255737
1395,A,33,23,33,2021-04-27T11:04:23.643941508Z,2021-04-27T11:04:28.893995936Z,post,R9SP,2021-04-27 11:04:23,2021-04-27 11:04:28,5.25005459785461
1396,SG,33,NA,33,2021-04-27T11:04:29.894003986Z,2021-04-27T11:04:41.519137814Z,post,R9SP,2021-04-27 11:04:29,2021-04-27 11:04:41,11.6251339912415
1397,G,33,23,33,2021-04-27T11:04:43.144261406Z,2021-04-27T11:04:56.644298343Z,post,R9SP,2021-04-27 11:04:43,2021-04-27 11:04:56,13.5000369548798
1398,SG,33,NA,33,2021-04-27T11:04:57.644301410Z,2021-04-27T11:05:09.894413452Z,post,R9SP,2021-04-27 11:04:57,2021-04-27 11:05:09,12.2501120567322
1399,G,33,23,33,2021-04-27T11:05:12.519434749Z,2021-04-27T11:05:53.519845632Z,post,R9SP,2021-04-27 11:05:12,2021-04-27 11:05:53,41.0004110336304
1400,SG,33,NA,33,2021-04-27T11:05:55.519865838Z,2021-04-27T11:06:14.520022563Z,post,R9SP,2021-04-27 11:05:55,2021-04-27 11:06:14,19.000156879425
1401,G,33,23,33,2021-04-27T11:06:17.020056055Z,2021-04-27T11:06:49.270381500Z,post,R9SP,2021-04-27 11:06:17,2021-04-27 11:06:49,32.2503254413605
1402,SG,33,NA,33,2021-04-27T11:06:52.270395800Z,2021-04-27T11:06:57.145443102Z,post,R9SP,2021-04-27 11:06:52,2021-04-27 11:06:57,4.87504744529724
1403,G,33,23,33,2021-04-27T11:06:59.020444153Z,2021-04-27T11:07:05.645506583Z,post,R9SP,2021-04-27 11:06:59,2021-04-27 11:07:05,6.62506246566772
1404,SG,33,NA,33,2021-04-27T11:07:07.020500496Z,2021-04-27T11:07:15.895614508Z,post,R9SP,2021-04-27 11:07:07,2021-04-27 11:07:15,8.87511420249939
1405,G,33,23,33,2021-04-27T11:07:17.270596298Z,2021-04-27T11:07:25.895710548Z,post,R9SP,2021-04-27 11:07:17,2021-04-27 11:07:25,8.62511420249939
1406,SG,33,NA,33,2021-04-27T11:07:42.645859141Z,2021-04-27T11:07:49.020920442Z,post,R9SP,2021-04-27 11:07:42,2021-04-27 11:07:49,6.37506127357483
1407,SG,33,NA,33,2021-04-27T11:08:31.146365839Z,2021-04-27T11:08:36.771382017Z,post,R9SP,2021-04-27 11:08:31,2021-04-27 11:08:36,5.62501621246338
1408,SG,33,NA,33,2021-04-27T11:09:02.646637125Z,2021-04-27T11:09:30.021885740Z,post,R9SP,2021-04-27 11:09:02,2021-04-27 11:09:30,27.3752484321594
1410,SG,33,NA,33,2021-04-27T11:10:25.647414312Z,2021-04-27T11:10:38.647509215Z,post,R9SP,2021-04-27 11:10:25,2021-04-27 11:10:38,13.0000948905945
1411,SG,34,NA,34,2021-04-27T11:06:22.645111875Z,2021-04-27T11:06:39.020266760Z,post,R9SP,2021-04-27 11:06:22,2021-04-27 11:06:39,16.3751549720764
1412,SG,34,NA,34,2021-04-27T11:07:14.270602718Z,2021-04-27T11:07:20.145617782Z,post,R9SP,2021-04-27 11:07:14,2021-04-27 11:07:20,5.87501502037048
1413,SG,34,NA,34,2021-04-27T11:07:56.896005934Z,2021-04-27T11:08:02.896071616Z,post,R9SP,2021-04-27 11:07:56,2021-04-27 11:08:02,6.00006580352783
1414,FR,2,21,2,2021-04-27T11:21:21.278717003Z,2021-04-27T11:21:25.403636061Z,post,R9SP,2021-04-27 11:21:21,2021-04-27 11:21:25,4.12491893768311
1415,SG,3,NA,3,2021-04-27T11:11:21.148025847Z,2021-04-27T11:11:27.523088751Z,post,R9SP,2021-04-27 11:11:21,2021-04-27 11:11:27,6.37506294250488
1416,SG,3,NA,3,2021-04-27T11:12:10.273588478Z,2021-04-27T11:12:13.023439039Z,post,R9SP,2021-04-27 11:12:10,2021-04-27 11:12:13,2.7498505115509
1419,FR,3,4,3,2021-04-27T11:16:16.025830966Z,2021-04-27T11:16:54.651195110Z,post,R9SP,2021-04-27 11:16:16,2021-04-27 11:16:54,38.6253640651703
1420,T,3,4,3,2021-04-27T11:16:54.651195110Z,2021-04-27T11:17:29.776639637Z,post,R9SP,2021-04-27 11:16:54,2021-04-27 11:17:29,35.12544465065
1422,G,3,32,3,2021-04-27T11:18:55.902344988Z,2021-04-27T11:20:14.778081653Z,post,R9SP,2021-04-27 11:18:55,2021-04-27 11:20:14,78.8757367134094
1423,SG,3,NA,3,2021-04-27T11:20:27.403206565Z,2021-04-27T11:20:47.153405991Z,post,R9SP,2021-04-27 11:20:27,2021-04-27 11:20:47,19.7501993179321
1424,FR,3,31,3,2021-04-27T11:21:19.528697985Z,2021-04-27T11:21:23.404176974Z,post,R9SP,2021-04-27 11:21:19,2021-04-27 11:21:23,3.87547898292542
1425,CR,3,20,3,2021-04-27T11:22:40.529481593Z,2021-04-27T11:23:03.779624835Z,post,R9SP,2021-04-27 11:22:40,2021-04-27 11:23:03,23.250143289566
1426,CR,3,20,3,2021-04-27T11:23:33.030325447Z,2021-04-27T11:23:38.405032563Z,post,R9SP,2021-04-27 11:23:33,2021-04-27 11:23:38,5.37470722198486
1427,G,4,20,4,2021-04-27T11:11:21.273017824Z,2021-04-27T11:11:27.148086166Z,post,R9SP,2021-04-27 11:11:21,2021-04-27 11:11:27,5.87506818771362
1428,FR,4,30,4,2021-04-27T11:13:47.774431487Z,2021-04-27T11:15:15.650239091Z,post,R9SP,2021-04-27 11:13:47,2021-04-27 11:15:15,87.8758075237274
1431,CR,4,3,4,2021-04-27T11:17:46.526604211Z,2021-04-27T11:18:14.151950674Z,post,R9SP,2021-04-27 11:17:46,2021-04-27 11:18:14,27.6253464221954
1432,FR,4,23,4,2021-04-27T11:19:02.402415487Z,2021-04-27T11:19:04.152419623Z,post,R9SP,2021-04-27 11:19:02,2021-04-27 11:19:04,1.75000405311584
1433,FR,4,20,4,2021-04-27T11:20:55.528342918Z,2021-04-27T11:21:14.778657023Z,post,R9SP,2021-04-27 11:20:55,2021-04-27 11:21:14,19.2503139972687
1434,FR,4,14,4,2021-04-27T11:24:56.656221153Z,2021-04-27T11:25:11.280852565Z,post,R9SP,2021-04-27 11:24:56,2021-04-27 11:25:11,14.6246314048767
1435,SG,5,NA,5,2021-04-27T11:11:33.773139420Z,2021-04-27T11:11:41.898656704Z,post,R9SP,2021-04-27 11:11:33,2021-04-27 11:11:41,8.12551712989807
1436,SG,5,NA,5,2021-04-27T11:11:48.148170229Z,2021-04-27T11:11:56.898364986Z,post,R9SP,2021-04-27 11:11:48,2021-04-27 11:11:56,8.75019478797913
1438,SG,5,NA,5,2021-04-27T11:14:27.649791555Z,2021-04-27T11:15:00.025113552Z,post,R9SP,2021-04-27 11:14:27,2021-04-27 11:15:00,32.3753221035004
1439,G,5,32,5,2021-04-27T11:20:58.903529009Z,2021-04-27T11:21:19.528697985Z,post,R9SP,2021-04-27 11:20:58,2021-04-27 11:21:19,20.6251690387726
1440,CB,5,NA,5,2021-04-27T11:21:28.778684459Z,2021-04-27T11:21:44.403953705Z,post,R9SP,2021-04-27 11:21:28,2021-04-27 11:21:44,15.6252694129944
1441,SG,5,NA,5,2021-04-27T11:21:51.029012639Z,2021-04-27T11:21:57.029065218Z,post,R9SP,2021-04-27 11:21:51,2021-04-27 11:21:57,6.0000524520874
1442,SG,5,NA,5,2021-04-27T11:22:11.529594015Z,2021-04-27T11:22:18.904693091Z,post,R9SP,2021-04-27 11:22:11,2021-04-27 11:22:18,7.37509918212891
1443,G,5,32,5,2021-04-27T11:22:33.529424167Z,2021-04-27T11:22:37.029462868Z,post,R9SP,2021-04-27 11:22:33,2021-04-27 11:22:37,3.50003862380981
1444,A,5,32,5,2021-04-27T11:22:38.529380837Z,2021-04-27T11:22:42.154389102Z,post,R9SP,2021-04-27 11:22:38,2021-04-27 11:22:42,3.62500834465027
1445,G,5,32,5,2021-04-27T11:22:42.154389102Z,2021-04-27T11:23:12.404769897Z,post,R9SP,2021-04-27 11:22:42,2021-04-27 11:23:12,30.2503807544708
1446,SG,5,NA,5,2021-04-27T11:23:16.779821861Z,2021-04-27T11:23:19.029828683Z,post,R9SP,2021-04-27 11:23:16,2021-04-27 11:23:19,2.25000691413879
1447,SG,5,NA,5,2021-04-27T11:23:28.279923627Z,2021-04-27T11:23:54.780188477Z,post,R9SP,2021-04-27 11:23:28,2021-04-27 11:23:54,26.5002648830414
1448,G,5,32,5,2021-04-27T11:23:59.905134415Z,2021-04-27T11:24:14.405376155Z,post,R9SP,2021-04-27 11:23:59,2021-04-27 11:24:14,14.5002417564392
1449,A,5,32,5,2021-04-27T11:24:14.405376155Z,2021-04-27T11:24:18.655334794Z,post,R9SP,2021-04-27 11:24:14,2021-04-27 11:24:18,4.24995851516724
1450,G,5,32,5,2021-04-27T11:24:18.655334794Z,2021-04-27T11:24:22.155461208Z,post,R9SP,2021-04-27 11:24:18,2021-04-27 11:24:22,3.5001266002655
1451,SG,5,NA,5,2021-04-27T11:24:23.655471768Z,2021-04-27T11:24:28.155509651Z,post,R9SP,2021-04-27 11:24:23,2021-04-27 11:24:28,4.50003790855408
1452,SG,5,NA,5,2021-04-27T11:24:35.030523566Z,2021-04-27T11:24:40.030613855Z,post,R9SP,2021-04-27 11:24:35,2021-04-27 11:24:40,5.00009036064148
1453,A,5,32,5,2021-04-27T11:24:51.780642648Z,2021-04-27T11:24:56.030771973Z,post,R9SP,2021-04-27 11:24:51,2021-04-27 11:24:56,4.25012922286987
1454,G,5,32,5,2021-04-27T11:25:06.655798329Z,2021-04-27T11:25:37.156209231Z,post,R9SP,2021-04-27 11:25:06,2021-04-27 11:25:37,30.5004107952118
1455,SG,5,NA,5,2021-04-27T11:25:41.031197827Z,2021-04-27T11:25:45.781179742Z,post,R9SP,2021-04-27 11:25:41,2021-04-27 11:25:45,4.74998188018799
1456,SG,5,NA,5,2021-04-27T11:26:11.531504774Z,2021-04-27T11:26:16.781541605Z,post,R9SP,2021-04-27 11:26:11,2021-04-27 11:26:16,5.25003671646118
1457,SG,5,NA,5,2021-04-27T11:26:17.406508687Z,2021-04-27T11:26:20.656490909Z,post,R9SP,2021-04-27 11:26:17,2021-04-27 11:26:20,3.24998211860657
1458,SG,6,NA,6,2021-04-27T11:11:38.773232771Z,2021-04-27T11:11:45.523278533Z,post,R9SP,2021-04-27 11:11:38,2021-04-27 11:11:45,6.75004577636719
1459,CR,6,9,6,2021-04-27T11:14:41.024926589Z,2021-04-27T11:14:53.650037005Z,post,R9SP,2021-04-27 11:14:41,2021-04-27 11:14:53,12.6251103878021
1461,CR,6,9,6,2021-04-27T11:19:35.277721920Z,2021-04-27T11:20:08.653029690Z,post,R9SP,2021-04-27 11:19:35,2021-04-27 11:20:08,33.3753077983856
1462,CR,6,9,6,2021-04-27T11:20:53.028468438Z,2021-04-27T11:21:01.153461423Z,post,R9SP,2021-04-27 11:20:53,2021-04-27 11:21:01,8.12499308586121
1463,CR,6,9,6,2021-04-27T11:21:39.153834185Z,2021-04-27T11:21:51.654012025Z,post,R9SP,2021-04-27 11:21:39,2021-04-27 11:21:51,12.50017786026
1464,CR,6,9,6,2021-04-27T11:22:17.029256222Z,2021-04-27T11:22:36.279377065Z,post,R9SP,2021-04-27 11:22:17,2021-04-27 11:22:36,19.2501208782196
1465,CR,6,9,6,2021-04-27T11:22:59.154696814Z,2021-04-27T11:26:20.656490909Z,post,R9SP,2021-04-27 11:22:59,2021-04-27 11:26:20,201.501794099808
1467,SG,7,NA,7,2021-04-27T11:20:49.153302439Z,2021-04-27T11:21:27.403788635Z,post,R9SP,2021-04-27 11:20:49,2021-04-27 11:21:27,38.2504861354828
1469,SG,7,NA,7,2021-04-27T11:22:13.404222720Z,2021-04-27T11:22:21.529690508Z,post,R9SP,2021-04-27 11:22:13,2021-04-27 11:22:21,8.1254677772522
1470,FR,7,19,7,2021-04-27T11:23:09.779758397Z,2021-04-27T11:23:13.029779984Z,post,R9SP,2021-04-27 11:23:09,2021-04-27 11:23:13,3.25002145767212
1471,FR,9,18,9,2021-04-27T11:13:45.649409428Z,2021-04-27T11:13:53.024411627Z,post,R9SP,2021-04-27 11:13:45,2021-04-27 11:13:53,7.37500214576721
