"Colony","qPCR_Well.","Ct1","Ct2","Code","MbruDNA","Treatment","size_treat","status","antID","AntTask1perc","prop_time_outside","colony_size","treatment","Exposed","IsAlive","IsQueen","N_exposed","Ct_mean","above_detection_threshold","Ant_status"
"R12BP","A3",32.89,33.22,"52-A3",0.005822949182631,"Big Pathogen","BP","Big",1,"queen",0,192,"Pathogen","untreated",TRUE,TRUE,16,33.055,"T","untreated queen"
"R12SP","  F2 ",31.645,NA,"53-A12",0.01401617,"Small Pathogen","SP","Small",1,"queen",0,29,"Pathogen","untreated",TRUE,TRUE,2,31.645,"T","untreated queen"
"R13SP","  G2 ",32.37,NA,"58-A3",0.00874031,"Small Pathogen","SP","Small",1,"queen",0,29,"Pathogen","untreated",TRUE,TRUE,3,32.37,"T","untreated queen"
"R14BP","  H2 ",30.05,NA,"60-A10",0.03961457,"Big Pathogen","BP","Big",1,"queen",0,138,"Pathogen","untreated",TRUE,TRUE,14,30.05,"T","untreated queen"
"R14SP","  A3 ",31.05,NA,"62-A2",0.02065166,"Small Pathogen","SP","Small",1,"queen",0,28,"Pathogen","untreated",TRUE,TRUE,3,31.05,"T","untreated queen"
"R12BP","A6",34.34,35.14,"52-A6",0.001984833128238,"Big Pathogen","BP","Big",2,"forager",0.05,192,"Pathogen","untreated",TRUE,FALSE,16,34.74,"T","untreated forager"
"R8BP","G5",32.9,33.63,"34-G5",0.004256253633424,"Big Pathogen","BP","Big",2,"forager",0.167,180,"Pathogen","untreated",TRUE,FALSE,17,33.265,"T","untreated forager"
"R12BP","G5",31.33,31.03,"52-G5",0.019287147420258,"Big Pathogen","BP","Big",3,"forager",0.358,192,"Pathogen","untreated",TRUE,FALSE,16,31.18,"T","untreated forager"
"R8BP","B6",34.31,33.85,"34-B6",0.002439944793231,"Big Pathogen","BP","Big",3,"forager",0.097,180,"Pathogen","untreated",TRUE,FALSE,17,34.08,"T","untreated forager"
"R8SP","  F3 ",30.335,NA,"35-A6",0.03290247,"Small Pathogen","SP","Small",1,"queen",0,31,"Pathogen","untreated",TRUE,TRUE,3,30.335,"T","untreated queen"
"R11BP","  E2 ",32.975,NA,"47-A3",0.00589349,"Big Pathogen","BP","Big",1,"queen",0,176,"Pathogen","untreated",TRUE,TRUE,17,32.975,"T","untreated queen"
"R12BP","B7",22.225,NA,"53-D9",3.34056556473294,"Big Pathogen","BP","Big",4,"nurse",0,192,"Pathogen","treated",TRUE,FALSE,16,22.225,"T","treated nurse"
"R2BP","  B3 ",33.13,NA,"7-H6",0.00532749,"Big Pathogen","BP","Big",3,"queen",0,169,"Pathogen","untreated",TRUE,TRUE,16,33.13,"T","untreated queen"
"R8BP","F10",30.34,30.56,"34-F10",0.029085397263831,"Big Pathogen","BP","Big",4,"forager",0.217,180,"Pathogen","untreated",TRUE,FALSE,17,30.45,"T","untreated forager"
"R8BP","F9",31.09,32,"34-F9",0.013772332526643,"Big Pathogen","BP","Big",5,"forager",0.309,180,"Pathogen","untreated",TRUE,FALSE,17,31.545,"T","untreated forager"
"R11SP","A7",29.17,29.16,"49-A3",0.05885867754361,"Small Pathogen","SP","Small",1,"queen",0,34,"Pathogen","untreated",TRUE,TRUE,3,29.165,"T","untreated queen"
"R12BP","G6",30.88,32.21,"53-G4",0.027454718807247,"Big Pathogen","BP","Big",5,"forager",0.143,192,"Pathogen","untreated",TRUE,FALSE,16,31.545,"T","untreated forager"
"R12BP","A9",30.35,31.62,"53-A7",0.039260967714611,"Big Pathogen","BP","Big",6,"nurse",0.001,192,"Pathogen","untreated",TRUE,FALSE,16,30.985,"T","untreated nurse"
"R8BP","D1",35.24,33.72,"33-D6",0.001810205999802,"Big Pathogen","BP","Big",7,"forager",0.67,180,"Pathogen","untreated",TRUE,FALSE,17,34.48,"T","untreated forager"
"R12BP","C10",32.95,32.71,"52-C10",0.006722920876814,"Big Pathogen","BP","Big",7,"forager",0.117,192,"Pathogen","untreated",TRUE,FALSE,16,32.83,"T","untreated forager"
"R5SP","D1",30.2,30.03,"22-A4",0.032160700525723,"Small Pathogen","SP","Small",1,"queen",0,33,"Pathogen","untreated",TRUE,TRUE,3,30.115,"T","untreated queen"
"R8BP","C2",30.8,30.95,"34-C2",0.021760180825686,"Big Pathogen","BP","Big",8,"forager",0.315,180,"Pathogen","untreated",TRUE,FALSE,17,30.875,"T","untreated forager"
"R12BP","H1",32.43,31.58,"52-H1",0.011387096471262,"Big Pathogen","BP","Big",8,"forager",0.262,192,"Pathogen","untreated",TRUE,FALSE,16,32.005,"T","untreated forager"
"R1SP","F2",29.09,29.44,"4-F12",0.055230693952289,"Small Pathogen","SP","Small",1,"forager",0.019,35,"Pathogen","untreated",TRUE,FALSE,3,29.265,"T","untreated forager"
"R7SP","A10",32.04,32.81,"30-A10",0.007397287531604,"Small Pathogen","SP","Small",1,"queen",0,28,"Pathogen","untreated",TRUE,TRUE,2,32.425,"T","untreated queen"
"R8BP","D7",33.25,34.07,"33-D12",0.003167933088039,"Big Pathogen","BP","Big",10,"forager",0.329,180,"Pathogen","untreated",TRUE,FALSE,17,33.66,"T","untreated forager"
"R12BP","H11",35.29,36.48,"52-H11",0.00095521470597,"Big Pathogen","BP","Big",9,"forager",0.064,192,"Pathogen","untreated",TRUE,FALSE,16,35.885,"T","untreated forager"
"R1SP","A1",30.79,30.65,"4-A11",0.02188587931154,"Small Pathogen","SP","Small",2,"queen",0,35,"Pathogen","untreated",TRUE,TRUE,3,30.72,"T","untreated queen"
"R6SP","  E3 ",33.845,NA,"26-A2",0.00334387,"Small Pathogen","SP","Small",1,"queen",0,32,"Pathogen","untreated",TRUE,TRUE,3,33.845,"T","untreated queen"
"R12BP","F8",35.12,36.97,"53-G6",0.001549947543017,"Big Pathogen","BP","Big",10,"forager",0.219,192,"Pathogen","untreated",TRUE,FALSE,16,36.045,"T","untreated forager"
"R8BP","A5",32.85,33.28,"33-A10",0.004754819115452,"Big Pathogen","BP","Big",12,"queen",0,180,"Pathogen","untreated",TRUE,TRUE,17,33.065,"T","untreated queen"
"R12BP","A1",33.57,35.55,"51-A11",0.00097846208142,"Big Pathogen","BP","Big",11,"forager",0.047,192,"Pathogen","untreated",TRUE,FALSE,16,34.56,"T","untreated forager"
"R2SP","D5",32.44,32.46,"9-F1",0.007280563599321,"Small Pathogen","SP","Small",1,"queen",0,30,"Pathogen","untreated",TRUE,TRUE,2,32.45,"T","untreated queen"
"R8BP","F8",28.06,28.79,"34-F8",0.115901084572894,"Big Pathogen","BP","Big",13,"nurse",0,180,"Pathogen","untreated",TRUE,FALSE,17,28.425,"T","untreated nurse"
"R12BP","E4",33.71,35.02,"52-E4",0.002522022751021,"Big Pathogen","BP","Big",12,"forager",0.048,192,"Pathogen","untreated",TRUE,FALSE,16,34.365,"T","untreated forager"
"R8BP","D7",35.37,36.51,"34-D7",0.000685314624992,"Big Pathogen","BP","Big",14,"forager",0.074,180,"Pathogen","untreated",TRUE,FALSE,17,35.94,"T","untreated forager"
"R1SP","F4",29.23,29.98,"5-F2",0.044487551114501,"Small Pathogen","SP","Small",3,"nurse",0.001,35,"Pathogen","untreated",TRUE,FALSE,3,29.605,"T","untreated nurse"
"R10BP","  D2 ",32.565,NA,"42-A7",0.00769771,"Big Pathogen","BP","Big",13,"queen",0,186,"Pathogen","untreated",TRUE,TRUE,17,32.565,"T","untreated queen"
"R5BP","A5",33.01,32.89,"20-A9",0.008376257117997,"Big Pathogen","BP","Big",1,"queen",0,176,"Pathogen","untreated",TRUE,TRUE,17,32.95,"T","untreated queen"
"R11SP","D9",31.66,31.61,"49-D5",0.012227833034476,"Small Pathogen","SP","Small",2,"forager",0.027,34,"Pathogen","untreated",TRUE,FALSE,3,31.635,"T","untreated forager"
"R3BP","B8",30.29,30.42,"11-B9",0.027222813006299,"Big Pathogen","BP","Big",1,"queen",0,188,"Pathogen","untreated",TRUE,TRUE,14,30.355,"T","untreated queen"
"R11SP","B7",31.19,31.68,"49-B3",0.013887034038414,"Small Pathogen","SP","Small",3,"nurse",0.005,34,"Pathogen","untreated",TRUE,FALSE,3,31.435,"T","untreated nurse"
"R11SP","E9",30.17,30.89,"49-E5",0.024697955284276,"Small Pathogen","SP","Small",4,"forager",0.014,34,"Pathogen","untreated",TRUE,FALSE,3,30.53,"T","untreated forager"
"R7BP","B3",32.43,32.65,"29-B3",0.006973037487397,"Big Pathogen","BP","Big",1,"queen",0,185,"Pathogen","untreated",TRUE,TRUE,14,32.54,"T","untreated queen"
"R11SP","E8",29.71,30.04,"49-E4",0.037466014770507,"Small Pathogen","SP","Small",5,"nurse",0.002,34,"Pathogen","untreated",TRUE,FALSE,3,29.875,"T","untreated nurse"
"R5SP","B3",33.41,33.06,"22-G5",0.004418445474667,"Small Pathogen","SP","Small",2,"nurse",0.003,33,"Pathogen","untreated",TRUE,FALSE,3,33.235,"T","untreated nurse"
"R5SP","H2",33.26,33.24,"22-E5",0.004376480522673,"Small Pathogen","SP","Small",3,"forager",0.168,33,"Pathogen","untreated",TRUE,FALSE,3,33.25,"T","untreated forager"
"R5SP","C1",35.73,36.86,"22-H3",0.000630654501506,"Small Pathogen","SP","Small",4,"forager",0.013,33,"Pathogen","untreated",TRUE,FALSE,3,36.295,"T","untreated forager"
"R2SP","A8",33.69,33.53,"9-A4",0.003480623114734,"Small Pathogen","SP","Small",2,"forager",0.03,30,"Pathogen","untreated",TRUE,FALSE,2,33.61,"T","untreated forager"
"R3BP","B5",33.52,33.53,"12-B5",0.002813617133825,"Big Pathogen","BP","Big",2,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,33.525,"T","untreated nurse"
"R2SP","G8",33.31,34.28,"9-G4",0.00309415096998,"Small Pathogen","SP","Small",3,"forager",0.074,30,"Pathogen","untreated",TRUE,FALSE,2,33.795,"T","untreated forager"
"R3BP","F3",37.72,37.33,"12-F3",0.000168913748575,"Big Pathogen","BP","Big",3,"forager",0.021,188,"Pathogen","untreated",TRUE,FALSE,14,37.525,"F","untreated forager"
"R2SP","C8",33.63,33.96,"9-C4",0.00309415096998,"Small Pathogen","SP","Small",4,"forager",0.013,30,"Pathogen","untreated",TRUE,FALSE,2,33.795,"T","untreated forager"
"R3BP","A5",27.28,27.07,"12-A5",0.244655509350369,"Big Pathogen","BP","Big",4,"nurse",0.002,188,"Pathogen","untreated",TRUE,FALSE,14,27.175,"T","untreated nurse"
"R3BP","D8",30.07,29.79,"12-D8",0.035251532341995,"Big Pathogen","BP","Big",5,"forager",0.012,188,"Pathogen","untreated",TRUE,FALSE,14,29.93,"T","untreated forager"
"R3BP","E9",22.03,21.62,"12-E9",10.5304031936311,"Big Pathogen","BP","Big",6,"nurse",0,188,"Pathogen","treated",TRUE,FALSE,14,21.825,"T","treated nurse"
"R3BP","D7",30.35,30.21,"11-D8",0.028647583898969,"Big Pathogen","BP","Big",7,"forager",0.049,188,"Pathogen","untreated",TRUE,FALSE,14,30.28,"T","untreated forager"
"R3BP","E4",22.695,NA,"12-G7",2.47584812268739,"Big Pathogen","BP","Big",8,"nurse",0.007,188,"Pathogen","treated",TRUE,FALSE,14,22.695,"T","treated nurse"
"R3BP","G7",38.36,38.1,"12-G7",0.000102886406751,"Big Pathogen","BP","Big",8,"nurse",0.007,188,"Pathogen","treated",TRUE,FALSE,14,38.23,"F","treated nurse"
"R7BP","A3",32.13,32.35,"29-A3",0.008553266424147,"Big Pathogen","BP","Big",2,"forager",0.027,185,"Pathogen","untreated",TRUE,FALSE,14,32.24,"T","untreated forager"
"R7SP","E10",32.5,33.92,"30-E10",0.004489283167841,"Small Pathogen","SP","Small",2,"forager",0.363,28,"Pathogen","untreated",TRUE,FALSE,2,33.21,"T","untreated forager"
"R3BP","D2",34.79,35.1,"12-D2",0.001036566096397,"Big Pathogen","BP","Big",9,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,34.945,"T","untreated nurse"
"R7BP","D7",32.66,32.6,"30-D3",0.006177247467316,"Big Pathogen","BP","Big",3,"forager",0.16,185,"Pathogen","untreated",TRUE,FALSE,14,32.63,"T","untreated forager"
"R3BP","C10",32.97,33.66,"11-C11",0.003635373189372,"Big Pathogen","BP","Big",10,"forager",0.055,188,"Pathogen","untreated",TRUE,FALSE,14,33.315,"T","untreated forager"
"R7BP","E1",34.85,35.11,"28-E9",0.001262030933551,"Big Pathogen","BP","Big",4,"forager",0.094,185,"Pathogen","untreated",TRUE,FALSE,14,34.98,"T","untreated forager"
"R7SP","H10",27.26,28.05,"30-H10",0.153823787325563,"Small Pathogen","SP","Small",3,"forager",0.06,28,"Pathogen","untreated",TRUE,FALSE,2,27.655,"T","untreated forager"
"R3BP","C9",26.16,25.83,"12-C9",0.560953678126358,"Big Pathogen","BP","Big",11,"forager",0.016,188,"Pathogen","untreated",TRUE,FALSE,14,25.995,"T","untreated forager"
"R7BP","G3",34.09,34.34,"28-G11",0.002116398767765,"Big Pathogen","BP","Big",5,"forager",0.017,185,"Pathogen","untreated",TRUE,FALSE,14,34.215,"T","untreated forager"
"R3BP","B4",31.13,31.24,"13-B4",0.015479288691971,"Big Pathogen","BP","Big",12,"forager",0.054,188,"Pathogen","untreated",TRUE,FALSE,14,31.185,"T","untreated forager"
"R7BP","D5",35.32,34.72,"29-D5",0.001288504679115,"Big Pathogen","BP","Big",6,"forager",0.342,185,"Pathogen","untreated",TRUE,FALSE,14,35.02,"T","untreated forager"
"R3BP","B4",31.23,31.75,"12-B4",0.011769391240642,"Big Pathogen","BP","Big",13,"forager",0.08,188,"Pathogen","untreated",TRUE,FALSE,14,31.49,"T","untreated forager"
"R7BP","A4",34.72,34.73,"29-A4",0.001575133978048,"Big Pathogen","BP","Big",7,"forager",0.213,185,"Pathogen","untreated",TRUE,FALSE,14,34.725,"T","untreated forager"
"R3BP","C7",35.17,34.69,"12-C7",0.001047557812274,"Big Pathogen","BP","Big",14,"forager",0.11,188,"Pathogen","untreated",TRUE,FALSE,14,34.93,"T","untreated forager"
"R7BP","F10",31.44,31.89,"30-F6",0.01185830182261,"Big Pathogen","BP","Big",8,"forager",0.138,185,"Pathogen","untreated",TRUE,FALSE,14,31.665,"T","untreated forager"
"R3BP","A2",37.62,36.91,"12-A2",0.000202800490004,"Big Pathogen","BP","Big",15,"forager",0.48,188,"Pathogen","untreated",TRUE,FALSE,14,37.265,"F","untreated forager"
"R7BP","C11",32.91,34.89,"30-C7",0.00261848445503,"Big Pathogen","BP","Big",9,"forager",0.066,185,"Pathogen","untreated",TRUE,FALSE,14,33.9,"T","untreated forager"
"R3BP","F7",31.85,31.65,"11-F8",0.010540227869419,"Big Pathogen","BP","Big",16,"forager",0.432,188,"Pathogen","untreated",TRUE,FALSE,14,31.75,"T","untreated forager"
"R7BP","D6",23.75,24.08,"30-D2",2.23176005435168,"Big Pathogen","BP","Big",10,"nurse",0,185,"Pathogen","treated",TRUE,FALSE,14,23.915,"T","treated nurse"
"R3BP","D9",35.69,34.93,"11-D10",0.000935892571186,"Big Pathogen","BP","Big",17,"forager",0.073,188,"Pathogen","untreated",TRUE,FALSE,14,35.31,"T","untreated forager"
"R7BP","C6",32.93,33.6,"30-C2",0.004021818800995,"Big Pathogen","BP","Big",11,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,33.265,"T","untreated nurse"
"R3BP","H4",33.81,35.56,"12-H4",0.001244517477375,"Big Pathogen","BP","Big",18,"forager",0.583,188,"Pathogen","untreated",TRUE,FALSE,14,34.685,"T","untreated forager"
"R7BP","G7",36.8,35.31,"29-G7",0.000636849042226,"Big Pathogen","BP","Big",12,"forager",0.243,185,"Pathogen","untreated",TRUE,FALSE,14,36.055,"T","untreated forager"
"R3BP","A7",27.41,26.98,"12-A7",0.241238711411683,"Big Pathogen","BP","Big",19,"nurse",0.001,188,"Pathogen","untreated",TRUE,FALSE,14,27.195,"T","untreated nurse"
"R7BP","F9",31.26,31.52,"29-F9",0.015257275909629,"Big Pathogen","BP","Big",13,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,31.39,"T","untreated nurse"
"R3BP","C9",34.9,33.7,"11-C10",0.00186028720923,"Big Pathogen","BP","Big",20,"forager",0.073,188,"Pathogen","untreated",TRUE,FALSE,14,34.3,"T","untreated forager"
"R7BP","E2",30.75,31.38,"29-E2",0.019036166732141,"Big Pathogen","BP","Big",14,"forager",0.22,185,"Pathogen","untreated",TRUE,FALSE,14,31.065,"T","untreated forager"
"R3BP","F9",29.14,29.26,"12-F9",0.058900638135073,"Big Pathogen","BP","Big",21,"nurse",0.009,188,"Pathogen","untreated",TRUE,FALSE,14,29.2,"T","untreated nurse"
"R3BP","B10",27.65,27.21,"12-B10",0.204492789871515,"Big Pathogen","BP","Big",22,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,27.43,"T","untreated nurse"
"R7BP","D3",36.06,37.77,"29-D3",0.000354596545203,"Big Pathogen","BP","Big",16,"forager",0.017,185,"Pathogen","untreated",TRUE,FALSE,14,36.915,"T","untreated forager"
"R3BP","H11",29.63,29.59,"11-H12",0.045186218703862,"Big Pathogen","BP","Big",23,"nurse",0.003,188,"Pathogen","untreated",TRUE,FALSE,14,29.61,"T","untreated nurse"
"R7BP","B7",33.7,33.73,"29-B7",0.003133101755963,"Big Pathogen","BP","Big",17,"forager",0.082,185,"Pathogen","untreated",TRUE,FALSE,14,33.715,"T","untreated forager"
"R3BP","A11",30.32,30.97,"11-A12",0.022349458233832,"Big Pathogen","BP","Big",24,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,30.645,"T","untreated nurse"
"R7BP","B1",35.29,34.45,"29-B1",0.001427055947848,"Big Pathogen","BP","Big",18,"forager",0.089,185,"Pathogen","untreated",TRUE,FALSE,14,34.87,"T","untreated forager"
"R3BP","E7",32.38,32.64,"12-E7",0.005744417545211,"Big Pathogen","BP","Big",25,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,32.51,"T","untreated nurse"
"R7BP","C9",29.31,29.06,"29-C9",0.068469238852319,"Big Pathogen","BP","Big",19,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,29.185,"T","untreated nurse"
"R12BP","G8",33.26,34.59,"52-G8",0.003340450187678,"Big Pathogen","BP","Big",13,"forager",0.085,192,"Pathogen","untreated",TRUE,FALSE,16,33.925,"T","untreated forager"
"R3BP","A4",31.85,32.16,"13-A4",0.008861821541426,"Big Pathogen","BP","Big",26,"forager",0.048,188,"Pathogen","untreated",TRUE,FALSE,14,32.005,"T","untreated forager"
"R8BP","F4",32.58,32.22,"34-F4",0.007682454556793,"Big Pathogen","BP","Big",15,"nurse",0.001,180,"Pathogen","untreated",TRUE,FALSE,17,32.4,"T","untreated nurse"
"R12BP","G9",31.44,32.59,"53-G7",0.020334757610568,"Big Pathogen","BP","Big",14,"forager",0.077,192,"Pathogen","untreated",TRUE,FALSE,16,32.015,"T","untreated forager"
"R3BP","B1",35.25,35.49,"12-B1",0.000768779864528,"Big Pathogen","BP","Big",27,"nurse",0.008,188,"Pathogen","untreated",TRUE,FALSE,14,35.37,"T","untreated nurse"
"R8BP","D9",29.66,29.53,"35-D1",0.050774072639556,"Big Pathogen","BP","Big",16,"nurse",0,180,"Pathogen","treated",TRUE,FALSE,17,29.595,"T","treated nurse"
"R5BP","D3",32.01,32.07,"21-D3",0.015092458835703,"Big Pathogen","BP","Big",2,"nurse",0.001,176,"Pathogen","untreated",TRUE,FALSE,17,32.04,"T","untreated nurse"
"R8BP","B5",32.44,32.74,"34-B5",0.006747843474861,"Big Pathogen","BP","Big",17,"nurse",0,180,"Pathogen","untreated",TRUE,FALSE,17,32.59,"T","untreated nurse"
"R5BP","B9",29.85,29.23,"22-B1",0.076078159936829,"Big Pathogen","BP","Big",3,"nurse",0.001,176,"Pathogen","untreated",TRUE,FALSE,17,29.54,"T","untreated nurse"
"R12BP","H8",34.45,35.64,"53-H6",0.002935736010236,"Big Pathogen","BP","Big",15,"forager",0.175,192,"Pathogen","untreated",TRUE,FALSE,16,35.045,"T","untreated forager"
"R12BP","E1",31.43,32.86,"51-E11",0.018714447064014,"Big Pathogen","BP","Big",16,"forager",0.146,192,"Pathogen","untreated",TRUE,FALSE,16,32.145,"T","untreated forager"
"R5BP","G6",37.91,34.46,"20-G10",0.001032797076693,"Big Pathogen","BP","Big",4,"forager",0.01,176,"Pathogen","untreated",TRUE,FALSE,17,36.185,"T","untreated forager"
"R8BP","E6",34.51,32.86,"34-E6",0.003195195971729,"Big Pathogen","BP","Big",19,"forager",0.298,180,"Pathogen","untreated",TRUE,FALSE,17,33.685,"T","untreated forager"
"R12BP","A2",32.88,34.49,"51-A12",0.006998113792028,"Big Pathogen","BP","Big",17,"forager",0.129,192,"Pathogen","untreated",TRUE,FALSE,16,33.685,"T","untreated forager"
"R5BP","G5",34.45,33.07,"20-G9",0.004959524043059,"Big Pathogen","BP","Big",5,"forager",0.153,176,"Pathogen","untreated",TRUE,FALSE,17,33.76,"T","untreated forager"
"R12BP","C4",26.34,25.99,"52-C4",0.47471067721474,"Big Pathogen","BP","Big",18,"nurse",0.002,192,"Pathogen","treated",TRUE,FALSE,16,26.165,"T","treated nurse"
"R5BP","F7",27.82,27.67,"20-F11",0.243027265324248,"Big Pathogen","BP","Big",6,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,27.745,"T","untreated nurse"
"R8BP","H6",34.48,35.81,"34-H6",0.001179254385479,"Big Pathogen","BP","Big",20,"nurse",0,180,"Pathogen","untreated",TRUE,FALSE,17,35.145,"T","untreated nurse"
"R12BP","B4",28.48,30.27,"53-B2",0.109793087984854,"Big Pathogen","BP","Big",19,"nurse",0.001,192,"Pathogen","untreated",TRUE,FALSE,16,29.375,"T","untreated nurse"
"R5BP","D9",33.95,33.36,"22-D1",0.005308172161246,"Big Pathogen","BP","Big",7,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,33.655,"T","untreated nurse"
"R8BP","C11",33.46,33.42,"35-C3",0.003681154115198,"Big Pathogen","BP","Big",21,"forager",0.041,180,"Pathogen","untreated",TRUE,FALSE,17,33.44,"T","untreated forager"
"R12BP","E3",29.33,31.35,"53-E1",0.059276697545088,"Big Pathogen","BP","Big",20,"forager",0.142,192,"Pathogen","untreated",TRUE,FALSE,16,30.34,"T","untreated forager"
"R8BP","F3",21.635,NA,"34-F6",4.8655506736644,"Big Pathogen","BP","Big",22,"nurse",0,180,"Pathogen","treated",TRUE,FALSE,17,21.635,"T","treated nurse"
"R12BP","D10",33.61,33.87,"52-D10",0.003759447289124,"Big Pathogen","BP","Big",21,"forager",0.089,192,"Pathogen","untreated",TRUE,FALSE,16,33.74,"T","untreated forager"
"R5BP","B4",33.69,34.84,"21-B4",0.00357713227695,"Big Pathogen","BP","Big",8,"forager",0.056,176,"Pathogen","untreated",TRUE,FALSE,17,34.265,"T","untreated forager"
"R8BP","F5",27.47,27.83,"34-F5",0.196731996800658,"Big Pathogen","BP","Big",23,"nurse",0.006,180,"Pathogen","treated",TRUE,FALSE,17,27.65,"T","treated nurse"
"R5BP","H10",31.85,31.85,"21-H10",0.017066717507579,"Big Pathogen","BP","Big",9,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,31.85,"T","untreated nurse"
"R8BP","E8",32.1,32.67,"33-F5",0.007562858937364,"Big Pathogen","BP","Big",24,"forager",0.071,180,"Pathogen","untreated",TRUE,FALSE,17,32.385,"T","untreated forager"
"R12BP","B8",36.25,35.58,"52-B8",0.000937085029894,"Big Pathogen","BP","Big",22,"forager",0.151,192,"Pathogen","untreated",TRUE,FALSE,16,35.915,"T","untreated forager"
"R5BP","G9",28.81,28.96,"22-G1",0.116229133471547,"Big Pathogen","BP","Big",10,"nurse",0.002,176,"Pathogen","untreated",TRUE,FALSE,17,28.885,"T","untreated nurse"
"R8BP","H1",34.18,36.52,"33-H6",0.00099967769004,"Big Pathogen","BP","Big",25,"forager",0.433,180,"Pathogen","untreated",TRUE,FALSE,17,35.35,"T","untreated forager"
"R12BP","H1",39.07,36.51,"51-H11",0.000508456729898,"Big Pathogen","BP","Big",23,"forager",0.052,192,"Pathogen","untreated",TRUE,FALSE,16,37.79,"F","untreated forager"
"R1SP","D4",30.36,30.39,"5-D2",0.027257592841408,"Small Pathogen","SP","Small",4,"forager",0.026,35,"Pathogen","untreated",TRUE,FALSE,3,30.375,"T","untreated forager"
"R5BP","C11",31.45,31.44,"21-C11",0.02217966590337,"Big Pathogen","BP","Big",11,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,31.445,"T","untreated nurse"
"R8BP","C10",32.36,33.18,"34-C10",0.005967535345538,"Big Pathogen","BP","Big",26,"forager",0.325,180,"Pathogen","untreated",TRUE,FALSE,17,32.77,"T","untreated forager"
"R12BP","C10",32.47,33.66,"53-C8",0.010398459388334,"Big Pathogen","BP","Big",24,"nurse",0,192,"Pathogen","untreated",TRUE,FALSE,16,33.065,"T","untreated nurse"
"R5BP","D10",22.39,22.49,"21-D10",7.52246195561061,"Big Pathogen","BP","Big",12,"nurse",0,176,"Pathogen","treated",TRUE,FALSE,17,22.44,"T","treated nurse"
"R8BP","B4",32.34,32.19,"34-B4",0.008424177325587,"Big Pathogen","BP","Big",27,"nurse",0,180,"Pathogen","untreated",TRUE,FALSE,17,32.265,"T","untreated nurse"
"R12BP","H2",31.6,33.07,"51-H12",0.016575666491939,"Big Pathogen","BP","Big",25,"forager",0.327,192,"Pathogen","untreated",TRUE,FALSE,16,32.335,"T","untreated forager"
"R5BP","B9",30.14,30.16,"21-B9",0.051268427853152,"Big Pathogen","BP","Big",13,"nurse",0.002,176,"Pathogen","untreated",TRUE,FALSE,17,30.15,"T","untreated nurse"
"R8BP","D3",32.66,32.96,"34-D3",0.005806775021588,"Big Pathogen","BP","Big",28,"forager",0.417,180,"Pathogen","untreated",TRUE,FALSE,17,32.81,"T","untreated forager"
"R5BP","A4",32.99,32.86,"20-A8",0.008512850372268,"Big Pathogen","BP","Big",14,"forager",0.095,176,"Pathogen","untreated",TRUE,FALSE,17,32.925,"T","untreated forager"
"R8BP","B9",25.23,25.57,"34-B9",0.914113241470251,"Big Pathogen","BP","Big",29,"nurse",0,180,"Pathogen","untreated",TRUE,FALSE,17,25.4,"T","untreated nurse"
"R5BP","C1",32.82,32.41,"21-C1",0.010403632435574,"Big Pathogen","BP","Big",15,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,32.615,"T","untreated nurse"
"R8BP","D2",31.47,31.34,"34-D2",0.015153658644983,"Big Pathogen","BP","Big",30,"nurse",0,180,"Pathogen","untreated",TRUE,FALSE,17,31.405,"T","untreated nurse"
"R12BP","C8",34.04,33.88,"52-C8",0.003266600317941,"Big Pathogen","BP","Big",26,"nurse",0,192,"Pathogen","untreated",TRUE,FALSE,16,33.96,"T","untreated nurse"
"R5BP","B12",33.36,32.87,"21-B12",0.007528093422822,"Big Pathogen","BP","Big",16,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,33.115,"T","untreated nurse"
"R8BP","A10",31.23,31.99,"34-A10",0.013174526033635,"Big Pathogen","BP","Big",31,"forager",0.019,180,"Pathogen","untreated",TRUE,FALSE,17,31.61,"T","untreated forager"
"R12BP","H7",33.44,33.73,"52-H7",0.004150696702474,"Big Pathogen","BP","Big",27,"forager",0.061,192,"Pathogen","untreated",TRUE,FALSE,16,33.585,"T","untreated forager"
"R5BP","E1",33.93,33.55,"21-E1",0.005024119955102,"Big Pathogen","BP","Big",17,"forager",0.11,176,"Pathogen","untreated",TRUE,FALSE,17,33.74,"T","untreated forager"
"R8BP","A11",32.93,33.24,"34-A11",0.004812796513913,"Big Pathogen","BP","Big",32,"forager",0.074,180,"Pathogen","untreated",TRUE,FALSE,17,33.085,"T","untreated forager"
