"Colony","qPCR_Well.","Ct1","Ct2","Code","MbruDNA","Treatment","size_treat","status","antID","AntTask1perc","prop_time_outside","colony_size","treatment","Exposed","IsAlive","IsQueen","N_exposed","Ct_mean","above_detection_threshold","Ant_status"
"R12BP","B3",37.38,36.4,"52-B3",0.000502705920432,"Big Pathogen","BP","Big",122,"forager",0.113,192,"Pathogen","untreated",TRUE,FALSE,16,36.89,"T","untreated forager"
"R8BP","E9",36.45,35.8,"34-E9",0.000604000780745,"Big Pathogen","BP","Big",120,"forager",0.094,180,"Pathogen","untreated",TRUE,FALSE,17,36.125,"T","untreated forager"
"R12BP","C5",33.06,34.68,"53-C3",0.006218161536034,"Big Pathogen","BP","Big",123,"forager",0.011,192,"Pathogen","untreated",TRUE,FALSE,16,33.87,"T","untreated forager"
"R5SP","G1",30.02,30.03,"22-D4",0.034055910826914,"Small Pathogen","SP","Small",20,"forager",0.05,33,"Pathogen","untreated",TRUE,FALSE,3,30.025,"T","untreated forager"
"R5SP","D2",33.56,32.88,"22-A5",0.004460812817849,"Small Pathogen","SP","Small",21,"forager",0.203,33,"Pathogen","untreated",TRUE,FALSE,3,33.22,"T","untreated forager"
"R2SP","H6",35.81,37.32,"9-H2",0.00053111736377,"Small Pathogen","SP","Small",19,"forager",0.041,30,"Pathogen","untreated",TRUE,FALSE,2,36.565,"T","untreated forager"
"R2SP","B6",35.67,35.07,"9-B2",0.001135975591843,"Small Pathogen","SP","Small",21,"forager",0.062,30,"Pathogen","untreated",TRUE,FALSE,2,35.37,"T","untreated forager"
"R11SP","E6",33.74,34.86,"49-E2",0.002243933591668,"Small Pathogen","SP","Small",21,"forager",0.335,34,"Pathogen","untreated",TRUE,FALSE,3,34.3,"T","untreated forager"
"R11SP","G5",31.86,32.78,"49-G1",0.007908315735956,"Small Pathogen","SP","Small",22,"nurse",0.002,34,"Pathogen","untreated",TRUE,FALSE,3,32.32,"T","untreated nurse"
"R11SP","C8",23.94,24.3,"49-C4",1.45795459841304,"Small Pathogen","SP","Small",23,"nurse",0.001,34,"Pathogen","treated",TRUE,FALSE,3,24.12,"T","treated nurse"
"R7BP","D3",31.13,31.32,"28-D11",0.015964763891892,"Big Pathogen","BP","Big",108,"forager",0.027,185,"Pathogen","untreated",TRUE,FALSE,14,31.225,"T","untreated forager"
"R7SP","B11",35.35,34.89,"30-B11",0.00133181530063,"Small Pathogen","SP","Small",17,"forager",0.345,28,"Pathogen","untreated",TRUE,FALSE,2,35.12,"T","untreated forager"
"R11SP","G7",31.4,31.59,"49-G3",0.01336692465247,"Small Pathogen","SP","Small",24,"nurse",0.001,34,"Pathogen","untreated",TRUE,FALSE,3,31.495,"T","untreated nurse"
"R7BP","A11",36.69,38.5,"29-A11",0.000223181658206,"Big Pathogen","BP","Big",109,"forager",0.404,185,"Pathogen","untreated",TRUE,FALSE,14,37.595,"F","untreated forager"
"R11SP","D7",34.15,34.34,"49-D3",0.002323841482735,"Small Pathogen","SP","Small",25,"forager",0.22,34,"Pathogen","untreated",TRUE,FALSE,3,34.245,"T","untreated forager"
"R7BP","H4",32.84,33.41,"28-H12",0.004420918411186,"Big Pathogen","BP","Big",110,"forager",0.536,185,"Pathogen","untreated",TRUE,FALSE,14,33.125,"T","untreated forager"
"R7SP","G11",29.07,29.39,"30-G11",0.05647431865541,"Small Pathogen","SP","Small",19,"forager",0.043,28,"Pathogen","untreated",TRUE,FALSE,2,29.23,"T","untreated forager"
"R7BP","C1",37.57,38.36,"29-C1",0.000173480034562,"Big Pathogen","BP","Big",111,"forager",0.061,185,"Pathogen","untreated",TRUE,FALSE,14,37.965,"F","untreated forager"
"R7BP","E8",30.04,30.24,"29-E8",0.03573567584198,"Big Pathogen","BP","Big",112,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,30.14,"T","untreated nurse"
"R7BP","B4",36.74,38.34,"29-B4",0.000231697847947,"Big Pathogen","BP","Big",113,"forager",0.048,185,"Pathogen","untreated",TRUE,FALSE,14,37.54,"F","untreated forager"
"R7BP","F1",34.14,34.75,"29-F1",0.001905958762639,"Big Pathogen","BP","Big",114,"forager",0.079,185,"Pathogen","untreated",TRUE,FALSE,14,34.445,"T","untreated forager"
"R7BP","C3",35.2,34.93,"29-C3",0.001249624409805,"Big Pathogen","BP","Big",115,"forager",0.087,185,"Pathogen","untreated",TRUE,FALSE,14,35.065,"T","untreated forager"
"R3BP","D4",23.25,23.37,"13-D4",3.28114935851697,"Big Pathogen","BP","Big",109,"nurse",0.008,188,"Pathogen","treated",TRUE,FALSE,14,23.31,"T","treated nurse"
"R3BP","A11",33.99,NA,"12-A11",0.00202886897003,"Big Pathogen","BP","Big",110,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,33.99,"T","untreated nurse"
"R7BP","A10",32.12,31.18,"29-A10",0.012781887771384,"Big Pathogen","BP","Big",116,"nurse",0.001,185,"Pathogen","untreated",TRUE,FALSE,14,31.65,"T","untreated nurse"
"R3BP","D1",25.11,25.12,"13-D1",0.96123372572394,"Big Pathogen","BP","Big",111,"nurse",0.007,188,"Pathogen","treated",TRUE,FALSE,14,25.115,"T","treated nurse"
"R7BP","G5",36.34,36.1,"29-G5",0.00056917524086,"Big Pathogen","BP","Big",117,"forager",0.05,185,"Pathogen","untreated",TRUE,FALSE,14,36.22,"T","untreated forager"
"R3BP","B9",32.12,32.04,"12-B9",0.007772630098334,"Big Pathogen","BP","Big",112,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,32.08,"T","untreated nurse"
"R7BP","A5",25.82,25.57,"29-A5",0.73703565857535,"Big Pathogen","BP","Big",118,"forager",0.049,185,"Pathogen","untreated",TRUE,FALSE,14,25.695,"T","untreated forager"
"R3BP","H10",33.89,33.41,"12-H10",0.002576855110209,"Big Pathogen","BP","Big",113,"forager",0.146,188,"Pathogen","untreated",TRUE,FALSE,14,33.65,"T","untreated forager"
"R7BP","H10",22,22.56,"30-H6",6.73782923606445,"Big Pathogen","BP","Big",119,"nurse",0,185,"Pathogen","treated",TRUE,FALSE,14,22.28,"T","treated nurse"
"R7BP","C7",24.8,24.92,"30-C3",1.17839258212882,"Big Pathogen","BP","Big",120,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,24.86,"T","untreated nurse"
"R3BP","G4",28.31,28.18,"13-G4",0.114347585837303,"Big Pathogen","BP","Big",115,"forager",0.011,188,"Pathogen","untreated",TRUE,FALSE,14,28.245,"T","untreated forager"
"R7BP","C5",32.22,31.93,"29-C5",0.009570232749227,"Big Pathogen","BP","Big",121,"forager",0.182,185,"Pathogen","untreated",TRUE,FALSE,14,32.075,"T","untreated forager"
"R3BP","C4",31.73,31.52,"12-C4",0.010703479953215,"Big Pathogen","BP","Big",116,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,31.625,"T","untreated nurse"
"R7BP","A11",37.71,37.7,"30-A7",0.000200116316355,"Big Pathogen","BP","Big",122,"forager",0.121,185,"Pathogen","untreated",TRUE,FALSE,14,37.705,"F","untreated forager"
"R3BP","F10",38.16,36.34,"12-F10",0.000204950980333,"Big Pathogen","BP","Big",117,"forager",0.278,188,"Pathogen","untreated",TRUE,FALSE,14,37.25,"F","untreated forager"
"R7BP","D11",29.58,29.38,"29-D11",0.056009797176754,"Big Pathogen","BP","Big",123,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,29.48,"T","untreated nurse"
"R3BP","A7",NA,36.17,"11-A8",0.000521413174199,"Big Pathogen","BP","Big",118,"forager",0.26,188,"Pathogen","untreated",TRUE,FALSE,14,36.17,"T","untreated forager"
"R7BP","C5",35.05,38.79,"30-C1",0.000340157460061,"Big Pathogen","BP","Big",124,"forager",0.169,185,"Pathogen","untreated",TRUE,FALSE,14,36.92,"T","untreated forager"
"R12BP","F6",28.07,28.14,"52-G6",0.137490597720171,"Big Pathogen","BP","Big",124,"nurse",0,192,"Pathogen","untreated",TRUE,FALSE,16,28.105,"T","untreated nurse"
"R3BP","D10",34.25,34.25,"12-D10",0.001689857174847,"Big Pathogen","BP","Big",119,"forager",0.227,188,"Pathogen","untreated",TRUE,FALSE,14,34.25,"T","untreated forager"
"R7BP","G7",28.06,28.28,"30-G3",0.125836027601496,"Big Pathogen","BP","Big",125,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,28.17,"T","untreated nurse"
"R3BP","F4",33.81,32.87,"13-F4",0.003574077784109,"Big Pathogen","BP","Big",120,"forager",0.037,188,"Pathogen","untreated",TRUE,FALSE,14,33.34,"T","untreated forager"
"R7BP","A2",27.61,27.84,"29-A2",0.185019498731923,"Big Pathogen","BP","Big",126,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,27.725,"T","untreated nurse"
"R12BP","D7",34.52,35.06,"53-D5",0.003455047321536,"Big Pathogen","BP","Big",125,"forager",0.118,192,"Pathogen","untreated",TRUE,FALSE,16,34.79,"T","untreated forager"
"R3BP","B10",32.53,32.62,"11-B11",0.006013744877787,"Big Pathogen","BP","Big",121,"forager",0.048,188,"Pathogen","untreated",TRUE,FALSE,14,32.575,"T","untreated forager"
"R7BP","C8",28.18,28.24,"30-C4",0.122479949887709,"Big Pathogen","BP","Big",127,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,28.21,"T","untreated nurse"
"R3BP","F7",33.73,33.22,"12-F7",0.00291430499054,"Big Pathogen","BP","Big",122,"forager",0.033,188,"Pathogen","untreated",TRUE,FALSE,14,33.475,"T","untreated forager"
"R12BP","E5",34.9,33.87,"52-E5",0.00249000947684,"Big Pathogen","BP","Big",126,"forager",0.163,192,"Pathogen","untreated",TRUE,FALSE,16,34.385,"T","untreated forager"
"R3BP","B7",29.65,29.4,"12-B7",0.046866767462776,"Big Pathogen","BP","Big",123,"forager",0.03,188,"Pathogen","untreated",TRUE,FALSE,14,29.525,"T","untreated forager"
"R8BP","G6",33.65,33.51,"33-G11",0.003345707731935,"Big Pathogen","BP","Big",121,"nurse",0,180,"Pathogen","untreated",TRUE,FALSE,17,33.58,"T","untreated nurse"
"R12BP","D9",30.81,32.26,"53-D7",0.027630643533416,"Big Pathogen","BP","Big",127,"forager",0.013,192,"Pathogen","untreated",TRUE,FALSE,16,31.535,"T","untreated forager"
"R3BP","B3",29.75,28.38,"12-B12",0.076519213940851,"Big Pathogen","BP","Big",124,"nurse",0.005,188,"Pathogen","untreated",TRUE,FALSE,14,29.065,"T","untreated nurse"
"R3BP","B9",29.77,28.76,"12-B12",0.066820619853239,"Big Pathogen","BP","Big",124,"nurse",0.005,188,"Pathogen","untreated",TRUE,FALSE,14,29.265,"T","untreated nurse"
"R12BP","A8",27.36,27.83,"52-A8",0.190435100741036,"Big Pathogen","BP","Big",128,"nurse",0.001,192,"Pathogen","treated",TRUE,FALSE,16,27.595,"T","treated nurse"
"R3BP","G2",31.47,31.31,"13-G2",0.013464616862037,"Big Pathogen","BP","Big",125,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,31.39,"T","untreated nurse"
"R12BP","F11",34.59,35.44,"53-F9",0.002992533356488,"Big Pathogen","BP","Big",129,"forager",0.062,192,"Pathogen","untreated",TRUE,FALSE,16,35.015,"T","untreated forager"
"R1SP","B4",29.08,29.92,"5-B2",0.047560892966487,"Small Pathogen","SP","Small",20,"forager",0.028,35,"Pathogen","untreated",TRUE,FALSE,3,29.5,"T","untreated forager"
"R3BP","H1",35.46,34.57,"13-H1",0.001143849798469,"Big Pathogen","BP","Big",126,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,35.015,"T","untreated nurse"
"R8BP","G2",23.97,24.03,"34-G2",2.37738763733978,"Big Pathogen","BP","Big",124,"nurse",0.001,180,"Pathogen","treated",TRUE,FALSE,17,24,"T","treated nurse"
"R12BP","B11",31.99,33.32,"52-B11",0.007518011747526,"Big Pathogen","BP","Big",130,"forager",0.094,192,"Pathogen","untreated",TRUE,FALSE,16,32.655,"T","untreated forager"
"R3BP","D5",33.12,33.6,"13-D5",0.00352578641435,"Big Pathogen","BP","Big",127,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,33.36,"T","untreated nurse"
"R8BP","H6",22.45,22.69,"33-H11",6.13552881391616,"Big Pathogen","BP","Big",125,"nurse",0,180,"Pathogen","treated",TRUE,FALSE,17,22.57,"T","treated nurse"
"R12BP","E2",32.83,31.67,"52-E2",0.009737556711103,"Big Pathogen","BP","Big",131,"nurse",0,192,"Pathogen","untreated",TRUE,FALSE,16,32.25,"T","untreated nurse"
"R3BP","B3",26.4,26.38,"13-B3",0.403825742251506,"Big Pathogen","BP","Big",128,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,26.39,"T","untreated nurse"
"R12BP","C6",35.87,35.45,"52-C6",0.001102848863555,"Big Pathogen","BP","Big",132,"forager",0.028,192,"Pathogen","untreated",TRUE,FALSE,16,35.66,"T","untreated forager"
"R3BP","G10",35.29,36.71,"11-G11",0.000585328943833,"Big Pathogen","BP","Big",129,"forager",0.047,188,"Pathogen","untreated",TRUE,FALSE,14,36,"T","untreated forager"
"R8BP","B3",23.69,23.81,"34-B3",2.81984346203676,"Big Pathogen","BP","Big",126,"nurse",0,180,"Pathogen","treated",TRUE,FALSE,17,23.75,"T","treated nurse"
"R3BP","E6",28.8,28.49,"13-E6",0.087109796666235,"Big Pathogen","BP","Big",130,"forager",0.048,188,"Pathogen","untreated",TRUE,FALSE,14,28.645,"T","untreated forager"
"R8BP","F7",33.42,33.57,"34-F7",0.003637747073462,"Big Pathogen","BP","Big",127,"forager",0.046,180,"Pathogen","untreated",TRUE,FALSE,17,33.495,"T","untreated forager"
"R12BP","E11",35.31,34.43,"53-E9",0.003282932852699,"Big Pathogen","BP","Big",133,"forager",0.012,192,"Pathogen","untreated",TRUE,FALSE,16,34.87,"T","untreated forager"
"R1SP","E1",33.05,34.43,"4-E11",0.003204335638356,"Small Pathogen","SP","Small",21,"forager",0.098,35,"Pathogen","untreated",TRUE,FALSE,3,33.74,"T","untreated forager"
"R3BP","H2",33.53,33.71,"12-H2",0.002631794651575,"Big Pathogen","BP","Big",131,"forager",0.065,188,"Pathogen","untreated",TRUE,FALSE,14,33.62,"T","untreated forager"
"R3BP","A3",33.78,32.26,"12-A12",0.005245827434009,"Big Pathogen","BP","Big",132,"nurse",0.007,188,"Pathogen","untreated",TRUE,FALSE,14,33.02,"T","untreated nurse"
"R3BP","A9",33.46,32.57,"12-A12",0.005263631775391,"Big Pathogen","BP","Big",132,"nurse",0.007,188,"Pathogen","untreated",TRUE,FALSE,14,33.015,"T","untreated nurse"
"R8BP","G11",35.37,35.81,"34-G11",0.000870292017298,"Big Pathogen","BP","Big",128,"forager",0.146,180,"Pathogen","untreated",TRUE,FALSE,17,35.59,"T","untreated forager"
"R12BP","D6",31.41,31.75,"52-D6",0.014938534692107,"Big Pathogen","BP","Big",135,"nurse",0.003,192,"Pathogen","untreated",TRUE,FALSE,16,31.58,"T","untreated nurse"
"R1SP","G2",32.16,32.82,"4-G12",0.007097624185252,"Small Pathogen","SP","Small",22,"forager",0.017,35,"Pathogen","untreated",TRUE,FALSE,3,32.49,"T","untreated forager"
"R3BP","G5",32.42,32.99,"12-G5",0.005008330727594,"Big Pathogen","BP","Big",133,"forager",0.186,188,"Pathogen","untreated",TRUE,FALSE,14,32.705,"T","untreated forager"
"R8BP","G3",34.7,35.57,"33-G8",0.001157673254537,"Big Pathogen","BP","Big",129,"nurse",0,180,"Pathogen","untreated",TRUE,FALSE,17,35.135,"T","untreated nurse"
"R12BP","B3",32.57,34.12,"53-B1",0.008695548865615,"Big Pathogen","BP","Big",136,"forager",0.147,192,"Pathogen","untreated",TRUE,FALSE,16,33.345,"T","untreated forager"
"R3BP","C6",27.16,26.92,"12-C6",0.269019647937794,"Big Pathogen","BP","Big",134,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,27.04,"T","untreated nurse"
"R8BP","C1",34,34.62,"33-C6",0.002032899925734,"Big Pathogen","BP","Big",130,"forager",0.266,180,"Pathogen","untreated",TRUE,FALSE,17,34.31,"T","untreated forager"
"R5BP","A6",29.23,NA,"20-A10",0.092975816294848,"Big Pathogen","BP","Big",118,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,29.23,"T","untreated nurse"
"R8BP","B10",26.24,26.29,"35-B2",0.492781051598882,"Big Pathogen","BP","Big",131,"nurse",0,180,"Pathogen","untreated",TRUE,FALSE,17,26.265,"T","untreated nurse"
"R12BP","C4",29.41,31.46,"53-C2",0.055786742137349,"Big Pathogen","BP","Big",137,"forager",0.199,192,"Pathogen","untreated",TRUE,FALSE,16,30.435,"T","untreated forager"
"R5BP","H4",27.68,27.95,"21-H4",0.232265657325569,"Big Pathogen","BP","Big",119,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,27.815,"T","untreated nurse"
"R8BP","E1",35.32,35.79,"34-E1",0.000891338160099,"Big Pathogen","BP","Big",132,"forager",0.06,180,"Pathogen","untreated",TRUE,FALSE,17,35.555,"T","untreated forager"
"R12BP","C9",35.53,35.22,"52-C9",0.001323046170262,"Big Pathogen","BP","Big",138,"forager",0.413,192,"Pathogen","untreated",TRUE,FALSE,16,35.375,"T","untreated forager"
"R5BP","D5",26.41,26.38,"20-D9",0.582109919520408,"Big Pathogen","BP","Big",120,"forager",0.015,176,"Pathogen","untreated",TRUE,FALSE,17,26.395,"T","untreated forager"
"R12BP","A2",34.39,33.84,"53-A10",0.002497787569707,"Big Pathogen","BP","Big",139,"forager",0.163,192,"Pathogen","untreated",TRUE,FALSE,16,34.115,"T","untreated forager"
"R12BP","A8",34.41,34.29,"53-A10",0.002130075513869,"Big Pathogen","BP","Big",139,"forager",0.163,192,"Pathogen","untreated",TRUE,FALSE,16,34.35,"T","untreated forager"
"R5BP","C7",34.35,32.68,"20-C11",0.005811456615555,"Big Pathogen","BP","Big",121,"forager",0.019,176,"Pathogen","untreated",TRUE,FALSE,17,33.515,"T","untreated forager"
"R8BP","F3",34.96,35.57,"33-F8",0.001059385440545,"Big Pathogen","BP","Big",133,"forager",0.976,180,"Pathogen","untreated",TRUE,FALSE,17,35.265,"T","untreated forager"
"R5BP","F12",30.86,30.67,"21-F12",0.034437768320722,"Big Pathogen","BP","Big",122,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,30.765,"T","untreated nurse"
"R8BP","B6",32.03,31.69,"33-B11",0.010821712702687,"Big Pathogen","BP","Big",134,"forager",0.248,180,"Pathogen","untreated",TRUE,FALSE,17,31.86,"T","untreated forager"
"R5BP","H1",35,35.73,"20-H5",0.001755638111635,"Big Pathogen","BP","Big",123,"forager",0.663,176,"Pathogen","untreated",TRUE,FALSE,17,35.365,"T","untreated forager"
"R5BP","B3",31.51,30.61,"20-B7",0.028453782011821,"Big Pathogen","BP","Big",124,"forager",0.344,176,"Pathogen","untreated",TRUE,FALSE,17,31.06,"T","untreated forager"
"R12BP","F8",35.94,35.29,"52-F8",0.001135008202216,"Big Pathogen","BP","Big",140,"nurse",0,192,"Pathogen","untreated",TRUE,FALSE,16,35.615,"T","untreated nurse"
"R5BP","H9",32.15,31.98,"22-H1",0.014850292231432,"Big Pathogen","BP","Big",125,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,32.065,"T","untreated nurse"
"R5BP","C6",32.85,33.58,"21-C6",0.007056429387838,"Big Pathogen","BP","Big",126,"forager",0.137,176,"Pathogen","untreated",TRUE,FALSE,17,33.215,"T","untreated forager"
"R5BP","B2",NA,34.36,"21-B2",0.003363876167661,"Big Pathogen","BP","Big",127,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,34.36,"T","untreated nurse"
"R5BP","D5",25.09,25.34,"21-D5",1.24906488731461,"Big Pathogen","BP","Big",128,"nurse",0.001,176,"Pathogen","treated",TRUE,FALSE,17,25.215,"T","treated nurse"
"R5BP","F7",30.21,29.89,"21-F7",0.054695298897902,"Big Pathogen","BP","Big",129,"nurse",0.001,176,"Pathogen","untreated",TRUE,FALSE,17,30.05,"T","untreated nurse"
"R5BP","F9",32.56,32.56,"22-F1",0.010780527208237,"Big Pathogen","BP","Big",130,"forager",0.053,176,"Pathogen","untreated",TRUE,FALSE,17,32.56,"T","untreated forager"
"R5BP","G11",29.88,29.96,"21-G11",0.059494935769765,"Big Pathogen","BP","Big",131,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,29.92,"T","untreated nurse"
"R5BP","B6",28.39,28.73,"21-B6",0.143430000523312,"Big Pathogen","BP","Big",132,"forager",0.129,176,"Pathogen","untreated",TRUE,FALSE,17,28.56,"T","untreated forager"
"R5SP","H4",33.93,33.96,"22-E7",0.00281252570267,"Small Pathogen","SP","Small",22,"forager",0.027,33,"Pathogen","untreated",TRUE,FALSE,3,33.945,"T","untreated forager"
"R5BP","C9",37.96,35.49,"21-C9",0.000728240788577,"Big Pathogen","BP","Big",133,"forager",0.019,176,"Pathogen","untreated",TRUE,FALSE,17,36.725,"T","untreated forager"
"R5SP","B2",35.54,34.74,"22-G4",0.001314976525433,"Small Pathogen","SP","Small",23,"forager",0.045,33,"Pathogen","untreated",TRUE,FALSE,3,35.14,"T","untreated forager"
"R5BP","H7",33.28,33.57,"21-H7",0.006159918979626,"Big Pathogen","BP","Big",134,"forager",0.158,176,"Pathogen","untreated",TRUE,FALSE,17,33.425,"T","untreated forager"
"R5SP","B4",27.42,27.36,"22-G6",0.18207193174168,"Small Pathogen","SP","Small",24,"nurse",0,33,"Pathogen","untreated",TRUE,FALSE,3,27.39,"T","untreated nurse"
"R2SP","G5",32.85,32.06,"9-A5",0.007257440768,"Small Pathogen","SP","Small",22,"nurse",0.001,30,"Pathogen","untreated",TRUE,FALSE,2,32.455,"T","untreated nurse"
"R5BP","E9",32.62,33.11,"22-E1",0.008849831462333,"Big Pathogen","BP","Big",135,"forager",0.049,176,"Pathogen","untreated",TRUE,FALSE,17,32.865,"T","untreated forager"
"R2SP","D8",35.89,36.41,"9-D4",0.000691600024521,"Small Pathogen","SP","Small",23,"forager",0.076,30,"Pathogen","untreated",TRUE,FALSE,2,36.15,"T","untreated forager"
"R3BP","E8",25.16,24.99,"12-E8",1.07126027379227,"Big Pathogen","BP","Big",135,"nurse",0.007,188,"Pathogen","untreated",TRUE,FALSE,14,25.075,"T","untreated nurse"
"R5BP","A9",28.34,27.91,"22-A1",0.190053118434696,"Big Pathogen","BP","Big",136,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,28.125,"T","untreated nurse"
"R2SP","C6",35.53,35.29,"9-C2",0.001107431825095,"Small Pathogen","SP","Small",24,"nurse",0,30,"Pathogen","untreated",TRUE,FALSE,2,35.41,"T","untreated nurse"
"R5BP","E8",30.86,30.51,"20-E12",0.036267281230374,"Big Pathogen","BP","Big",137,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,30.685,"T","untreated nurse"
"R5BP","D4",35.5,34.79,"21-D4",0.00202420736179,"Big Pathogen","BP","Big",139,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,35.145,"T","untreated nurse"
"R5BP","F5",27.61,27.68,"21-F5",0.259271631174706,"Big Pathogen","BP","Big",140,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,27.645,"T","untreated nurse"
"R5BP","F6",35.02,34.61,"21-F6",0.00250602269658,"Big Pathogen","BP","Big",141,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,34.815,"T","untreated nurse"
"R7BP","H9",33.7,34.35,"29-H9",0.002536924251051,"Big Pathogen","BP","Big",128,"nurse",0.01,185,"Pathogen","untreated",TRUE,FALSE,14,34.025,"T","untreated nurse"
"R7SP","A11",31.96,32.5,"30-A11",0.008374347918179,"Small Pathogen","SP","Small",20,"forager",0.135,28,"Pathogen","untreated",TRUE,FALSE,2,32.23,"T","untreated forager"
"R5BP","D11",31.65,31.21,"21-D11",0.022395976339112,"Big Pathogen","BP","Big",142,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,31.43,"T","untreated nurse"
"R7BP","C2",34.91,36.24,"28-C10",0.000844184745216,"Big Pathogen","BP","Big",129,"forager",0.019,185,"Pathogen","untreated",TRUE,FALSE,14,35.575,"T","untreated forager"
"R7SP","D11",33.01,33.53,"30-D11",0.004321146594884,"Small Pathogen","SP","Small",21,"forager",0.567,28,"Pathogen","untreated",TRUE,FALSE,2,33.27,"T","untreated forager"
"R5BP","C1",32.11,31.78,"20-C5",0.016049259529452,"Big Pathogen","BP","Big",143,"forager",0.263,176,"Pathogen","untreated",TRUE,FALSE,17,31.945,"T","untreated forager"
"R7BP","F2",27.87,28.27,"29-F2",0.146285405534191,"Big Pathogen","BP","Big",130,"nurse",0.001,185,"Pathogen","untreated",TRUE,FALSE,14,28.07,"T","untreated nurse"
"R7SP","D9",35.55,35.65,"30-D9",0.000981341126859,"Small Pathogen","SP","Small",22,"forager",0.483,28,"Pathogen","untreated",TRUE,FALSE,2,35.6,"T","untreated forager"
"R5BP","G6",33.7,34.2,"21-G6",0.004385811883938,"Big Pathogen","BP","Big",144,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,33.95,"T","untreated nurse"
"R7BP","G9",33.5,34.2,"30-G5",0.002708476052226,"Big Pathogen","BP","Big",131,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,33.85,"T","untreated nurse"
"R7BP","E3",28.33,29.25,"29-E3",0.089597728607514,"Big Pathogen","BP","Big",132,"forager",0.103,185,"Pathogen","untreated",TRUE,FALSE,14,28.79,"T","untreated forager"
"R5BP","D1",34.61,33.57,"21-D1",0.004005991283574,"Big Pathogen","BP","Big",145,"forager",0.044,176,"Pathogen","untreated",TRUE,FALSE,17,34.09,"T","untreated forager"
"R7BP","H10",34.56,34.01,"29-H10",0.002125325730065,"Big Pathogen","BP","Big",133,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,34.285,"T","untreated nurse"
"R5BP","C10",33.67,33.27,"22-C2",0.005983151502798,"Big Pathogen","BP","Big",146,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,33.47,"T","untreated nurse"
"R7BP","F4",27.93,28.32,"28-F12",0.129721660734192,"Big Pathogen","BP","Big",134,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,28.125,"T","untreated nurse"
"R3BP","A2",22.15,21.78,"13-A2",8.19103911798827,"Big Pathogen","BP","Big",136,"nurse",0,188,"Pathogen","treated",TRUE,FALSE,14,21.965,"T","treated nurse"
"R7BP","A7",33.21,33.18,"29-A7",0.004464147133031,"Big Pathogen","BP","Big",135,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,33.195,"T","untreated nurse"
"R7BP","D4",34.3,35.26,"29-D12",0.001591644232945,"Big Pathogen","BP","Big",136,"forager",0.209,185,"Pathogen","untreated",TRUE,FALSE,14,34.78,"T","untreated forager"
"R7BP","G2",37.96,38.34,"28-G10",0.000148140907234,"Big Pathogen","BP","Big",137,"forager",0.115,185,"Pathogen","untreated",TRUE,FALSE,14,38.15,"F","untreated forager"
"R7BP","C10",34.63,34.85,"29-C12",0.001635377431062,"Big Pathogen","BP","Big",139,"forager",0.029,185,"Pathogen","untreated",TRUE,FALSE,14,34.74,"T","untreated forager"
"R7BP","C4",35.15,34.29,"29-C12",0.001657692604692,"Big Pathogen","BP","Big",139,"forager",0.029,185,"Pathogen","untreated",TRUE,FALSE,14,34.72,"T","untreated forager"
"R7BP","F2",35.93,34.58,"28-F10",0.001047990872098,"Big Pathogen","BP","Big",140,"forager",0.175,185,"Pathogen","untreated",TRUE,FALSE,14,35.255,"T","untreated forager"
"R7BP","G6",29.03,28.9,"29-G6",0.079533391090587,"Big Pathogen","BP","Big",141,"nurse",0.002,185,"Pathogen","untreated",TRUE,FALSE,14,28.965,"T","untreated nurse"
