"Colony","Sample_Well","Sample_Plate","Threshold","Ct","Tm_Product","name","gene_rep","machine_num","gene","Code","Treatment","treatment_size","antID","AntTask","colony_size","treatment_condition","Exposed","IsAlive","IsQueen","N_exposed"
"R13BS","H12","3",1377.929,23.61,77.42,"221116-Adriano-RTqPCR-3-EF1-2 - Text Report Data","3-EF1","2","EF1","55-H12","Big Sham","Big",11,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","H12","3",1557.794,30.6,83.67,"221116-Adriano-RTqPCR-3-DEF-2 - Text Report Data","3-DEF","2","DEF","55-H12","Big Sham","Big",11,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","H12","3",2133.521,28.78,82.75,"221116-Adriano-RTqPCR-3-PO-1 - Text Report Data","3-PO","1","PO","55-H12","Big Sham","Big",11,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","H12","3",1992.046,34.5,84.15,"221116-Adriano-RTqPCR-3-HYM-1 - Text Report Data","3-HYM","1","HYM","55-H12","Big Sham","Big",11,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","H12","3",2521.725,23.34,77.85,"221116-Adriano-RTqPCR-3-EF1-1 - Text Report Data","3-EF1","1","EF1","55-H12","Big Sham","Big",11,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","H12","3",2547.487,30.33,84.17,"221116-Adriano-RTqPCR-3-DEF-1 - Text Report Data","3-DEF","1","DEF","55-H12","Big Sham","Big",11,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","H12","3",1863.982,34.23,84.15,"221116-Adriano-RTqPCR-3-HYM-2 - Text Report Data","3-HYM","2","HYM","55-H12","Big Sham","Big",11,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","H12","3",1341.195,28.77,82.75,"221116-Adriano-RTqPCR-3-PO-2 - Text Report Data","3-PO","2","PO","55-H12","Big Sham","Big",11,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R1BS","B1","2",3215.698,35.54,84.08,"221115-Adriano-RTqPCR-2-HYM-1 - Text Report Data","2-HYM","1","HYM","2-B1","Big Sham","Big",6,"nurse",155,"Sham",TRUE,TRUE,FALSE,11
"R1BS","B1","2",1357.343,25.43,77.84,"221115-Adriano-RTqPCR-2-EF1-2 - Text Report Data","2-EF1","2","EF1","2-B1","Big Sham","Big",6,"nurse",155,"Sham",TRUE,TRUE,FALSE,11
"R1BS","B1","2",26.625,28.48,84.09,"221115-Adriano-RTqPCR-2-HYM-2 - Text Report Data","2-HYM","2","HYM","2-B1","Big Sham","Big",6,"nurse",155,"Sham",TRUE,TRUE,FALSE,11
"R1BS","B1","2",1703.235,32.36,82.63,"221115-Adriano-RTqPCR-2-PO-1 - Text Report Data","2-PO","1","PO","2-B1","Big Sham","Big",6,"nurse",155,"Sham",TRUE,TRUE,FALSE,11
"R1BS","B1","2",175.633,29.82,82.65,"221115-Adriano-RTqPCR-2-PO-2 - Text Report Data","2-PO","2","PO","2-B1","Big Sham","Big",6,"nurse",155,"Sham",TRUE,TRUE,FALSE,11
"R1BS","B1","2",1629.215,27.5,84.08,"221115-Adriano-RTqPCR-2-DEF-2 - Text Report Data","2-DEF","2","DEF","2-B1","Big Sham","Big",6,"nurse",155,"Sham",TRUE,TRUE,FALSE,11
"R1BS","B1","2",2593.471,25.31,77.83,"221115-Adriano-RTqPCR-2-EF1-1 - Text Report Data","2-EF1","1","EF1","2-B1","Big Sham","Big",6,"nurse",155,"Sham",TRUE,TRUE,FALSE,11
"R1BS","B1","2",2784.691,27.31,83.61,"221115-Adriano-RTqPCR-2-DEF-1 - Text Report Data","2-DEF","1","DEF","2-B1","Big Sham","Big",6,"nurse",155,"Sham",TRUE,TRUE,FALSE,11
"R7BS","A9","9",2199.49,28.68,84.08,"230111-Adriano-RTqPCR-9-DEF-1 - Text Report Data","9-DEF","1","DEF","27-A9","Big Sham","Big",7,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","A9","9",736.047,30.19,82.64,"230111-Adriano-RTqPCR-9-PO-1 - Text Report Data","9-PO","1","PO","27-A9","Big Sham","Big",7,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","A9","9",2400.552,24.1,77.8,"230111-Adriano-RTqPCR-9-EF1-1 - Text Report Data","9-EF1","1","EF1","27-A9","Big Sham","Big",7,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","A9","9",1005.861,31.6,84.09,"230111-Adriano-RTqPCR-9-HYM-2 - Text Report Data","9-HYM","2","HYM","27-A9","Big Sham","Big",7,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","A9","9",1109.213,30.66,84.1,"230111-Adriano-RTqPCR-9-HYM-1 - Text Report Data","9-HYM","1","HYM","27-A9","Big Sham","Big",7,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","A9","9",1461.318,28.91,84.08,"230111-Adriano-RTqPCR-9-DEF-2 - Text Report Data","9-DEF","2","DEF","27-A9","Big Sham","Big",7,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","A9","9",1520.68,23.95,77.8,"230111-Adriano-RTqPCR-9-EF1-2 - Text Report Data","9-EF1","2","EF1","27-A9","Big Sham","Big",7,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","A9","9",688.002,30.98,82.59,"230111-Adriano-RTqPCR-9-PO-2 - Text Report Data","9-PO","2","PO","27-A9","Big Sham","Big",7,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R8SS","E12","11",2180.943,NA,88.95,"230119-Adriano-RTqPCR-11-PO-1 - Text Report Data","11-PO","1","PO","33-E4","Small Sham","Small",4,"nurse",32,"Sham",FALSE,TRUE,FALSE,3
"R8SS","E12","11",1225.237,NA,76.44,"230119-Adriano-RTqPCR-11-PO-2 - Text Report Data","11-PO","2","PO","33-E4","Small Sham","Small",4,"nurse",32,"Sham",FALSE,TRUE,FALSE,3
"R8SS","E12","11",2381.31,31.7,83.63,"230119-Adriano-RTqPCR-11-DEF-1 - Text Report Data","11-DEF","1","DEF","33-E4","Small Sham","Small",4,"nurse",32,"Sham",FALSE,TRUE,FALSE,3
"R8SS","E12","11",29.439,NA,88.92,"230119-Adriano-RTqPCR-11-HYM-1 - Text Report Data","11-HYM","1","HYM","33-E4","Small Sham","Small",4,"nurse",32,"Sham",FALSE,TRUE,FALSE,3
"R8SS","E12","11",1512.671,31.8,83.15,"230119-Adriano-RTqPCR-11-DEF-2 - Text Report Data","11-DEF","2","DEF","33-E4","Small Sham","Small",4,"nurse",32,"Sham",FALSE,TRUE,FALSE,3
"R8SS","E12","11",1507.587,30.92,76.55,"230119-Adriano-RTqPCR-11-EF1-2 - Text Report Data","11-EF1","2","EF1","33-E4","Small Sham","Small",4,"nurse",32,"Sham",FALSE,TRUE,FALSE,3
"R8SS","E12","11",1873.691,NA,82.66,"230119-Adriano-RTqPCR-11-HYM-2 - Text Report Data","11-HYM","2","HYM","33-E4","Small Sham","Small",4,"nurse",32,"Sham",FALSE,TRUE,FALSE,3
"R8SS","E12","11",2653.113,30.49,77.42,"230119-Adriano-RTqPCR-11-EF1-1 - Text Report Data","11-EF1","1","EF1","33-E4","Small Sham","Small",4,"nurse",32,"Sham",FALSE,TRUE,FALSE,3
"R12BS","H4","6",1942.996,32.81,82.7,"221202-Adriano-RTqPCR-6-PO-1 - Text Report Data","6-PO","1","PO","51-H4","Big Sham","Big",12,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","H4","6",2076.306,31.15,83.71,"221202-Adriano-RTqPCR-6-DEF-1 - Text Report Data","6-DEF","1","DEF","51-H4","Big Sham","Big",12,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","H4","6",2230.099,27.1,77.4,"221202-Adriano-RTqPCR-6-EF1-1 - Text Report Data","6-EF1","1","EF1","51-H4","Big Sham","Big",12,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","H4","6",1032.398,32.45,82.7,"221202-Adriano-RTqPCR-6-PO-2 - Text Report Data","6-PO","2","PO","51-H4","Big Sham","Big",12,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","H4","6",1377.513,26.76,77.42,"221202-Adriano-RTqPCR-6-EF1-2 - Text Report Data","6-EF1","2","EF1","51-H4","Big Sham","Big",12,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","H4","6",498.325,NA,85.6,"221202-Adriano-RTqPCR-6-HYM-2 - Text Report Data","6-HYM","2","HYM","51-H4","Big Sham","Big",12,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","H4","6",1555.068,30.86,83.65,"221202-Adriano-RTqPCR-6-DEF-2 - Text Report Data","6-DEF","2","DEF","51-H4","Big Sham","Big",12,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","H4","6",1867.644,35.22,84.17,"221202-Adriano-RTqPCR-6-HYM-1 - Text Report Data","6-HYM","1","HYM","51-H4","Big Sham","Big",12,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R13BS","G10","3",2521.725,26.68,77.88,"221116-Adriano-RTqPCR-3-EF1-1 - Text Report Data","3-EF1","1","EF1","55-G10","Big Sham","Big",12,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","G10","3",2133.521,31.93,82.72,"221116-Adriano-RTqPCR-3-PO-1 - Text Report Data","3-PO","1","PO","55-G10","Big Sham","Big",12,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","G10","3",1992.046,34.34,84.17,"221116-Adriano-RTqPCR-3-HYM-1 - Text Report Data","3-HYM","1","HYM","55-G10","Big Sham","Big",12,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","G10","3",1377.929,26.59,77.4,"221116-Adriano-RTqPCR-3-EF1-2 - Text Report Data","3-EF1","2","EF1","55-G10","Big Sham","Big",12,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","G10","3",1341.195,32.14,82.25,"221116-Adriano-RTqPCR-3-PO-2 - Text Report Data","3-PO","2","PO","55-G10","Big Sham","Big",12,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","G10","3",1863.982,36.88,84.15,"221116-Adriano-RTqPCR-3-HYM-2 - Text Report Data","3-HYM","2","HYM","55-G10","Big Sham","Big",12,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","G10","3",1557.794,31.08,83.67,"221116-Adriano-RTqPCR-3-DEF-2 - Text Report Data","3-DEF","2","DEF","55-G10","Big Sham","Big",12,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","G10","3",2547.487,31.2,83.66,"221116-Adriano-RTqPCR-3-DEF-1 - Text Report Data","3-DEF","1","DEF","55-G10","Big Sham","Big",12,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R1BS","H2","2",2784.691,31.63,84.16,"221115-Adriano-RTqPCR-2-DEF-1 - Text Report Data","2-DEF","1","DEF","2-H2","Big Sham","Big",7,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","H2","2",175.633,30.83,82.75,"221115-Adriano-RTqPCR-2-PO-2 - Text Report Data","2-PO","2","PO","2-H2","Big Sham","Big",7,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","H2","2",1357.343,27.65,77.45,"221115-Adriano-RTqPCR-2-EF1-2 - Text Report Data","2-EF1","2","EF1","2-H2","Big Sham","Big",7,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","H2","2",26.625,31.32,84.15,"221115-Adriano-RTqPCR-2-HYM-2 - Text Report Data","2-HYM","2","HYM","2-H2","Big Sham","Big",7,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","H2","2",1629.215,31.9,83.67,"221115-Adriano-RTqPCR-2-DEF-2 - Text Report Data","2-DEF","2","DEF","2-H2","Big Sham","Big",7,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","H2","2",3215.698,36.09,84.17,"221115-Adriano-RTqPCR-2-HYM-1 - Text Report Data","2-HYM","1","HYM","2-H2","Big Sham","Big",7,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","H2","2",1703.235,33.81,82.7,"221115-Adriano-RTqPCR-2-PO-1 - Text Report Data","2-PO","1","PO","2-H2","Big Sham","Big",7,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","H2","2",2593.471,27.9,77.45,"221115-Adriano-RTqPCR-2-EF1-1 - Text Report Data","2-EF1","1","EF1","2-H2","Big Sham","Big",7,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R7BS","C9","10",1614.375,33.84,84.08,"230112-Adriano-RTqPCR-10-HYM-2 - Text Report Data","10-HYM","2","HYM","28-C2","Big Sham","Big",8,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","C9","10",2183.69,29.71,83.58,"230112-Adriano-RTqPCR-10-DEF-1 - Text Report Data","10-DEF","1","DEF","28-C2","Big Sham","Big",8,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","C9","10",1515.819,30.08,83.63,"230112-Adriano-RTqPCR-10-DEF-2 - Text Report Data","10-DEF","2","DEF","28-C2","Big Sham","Big",8,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","C9","10",2322.481,29.36,77.35,"230112-Adriano-RTqPCR-10-EF1-1 - Text Report Data","10-EF1","1","EF1","28-C2","Big Sham","Big",8,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","C9","10",1217.555,NA,86.5,"230112-Adriano-RTqPCR-10-PO-2 - Text Report Data","10-PO","2","PO","28-C2","Big Sham","Big",8,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","C9","10",1489.514,29.41,77.35,"230112-Adriano-RTqPCR-10-EF1-2 - Text Report Data","10-EF1","2","EF1","28-C2","Big Sham","Big",8,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","C9","10",3132.959,36.71,84.08,"230112-Adriano-RTqPCR-10-HYM-1 - Text Report Data","10-HYM","1","HYM","28-C2","Big Sham","Big",8,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","C9","10",42.971,NA,87.5,"230112-Adriano-RTqPCR-10-PO-1 - Text Report Data","10-PO","1","PO","28-C2","Big Sham","Big",8,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R1BS","E9","1",676.773,NA,NA,"221111-Adriano-RTqPCR-1-EF1-1 - Text Report Data","1-EF1","1","EF1","1-E5","Big Sham","Big",8,"nurse",155,"Sham",TRUE,TRUE,FALSE,11
"R1BS","E9","1",481.429,NA,NA,"221111-Adriano-RTqPCR-1-PO-1 - Text Report Data","1-PO","1","PO","1-E5","Big Sham","Big",8,"nurse",155,"Sham",TRUE,TRUE,FALSE,11
"R1BS","E9","1",1306.367,NA,NA,"221111-Adriano-RTqPCR-1-PO-2 - Text Report Data","1-PO","2","PO","1-E5","Big Sham","Big",8,"nurse",155,"Sham",TRUE,TRUE,FALSE,11
"R1BS","E9","1",2582.208,NA,87.99,"221111-Adriano-RTqPCR-1-HYM-1 - Text Report Data","1-HYM","1","HYM","1-E5","Big Sham","Big",8,"nurse",155,"Sham",TRUE,TRUE,FALSE,11
"R1BS","E9","1",1481.551,NA,NA,"221111-Adriano-RTqPCR-1-DEF-2 - Text Report Data","1-DEF","2","DEF","1-E5","Big Sham","Big",8,"nurse",155,"Sham",TRUE,TRUE,FALSE,11
"R1BS","E9","1",1271.538,NA,NA,"221111-Adriano-RTqPCR-1-EF1-2 - Text Report Data","1-EF1","2","EF1","1-E5","Big Sham","Big",8,"nurse",155,"Sham",TRUE,TRUE,FALSE,11
"R1BS","E9","1",1270.498,NA,87.5,"221111-Adriano-RTqPCR-1-HYM-2 - Text Report Data","1-HYM","2","HYM","1-E5","Big Sham","Big",8,"nurse",155,"Sham",TRUE,TRUE,FALSE,11
"R1BS","E9","1",2371.023,NA,NA,"221111-Adriano-RTqPCR-1-DEF-1 - Text Report Data","1-DEF","1","DEF","1-E5","Big Sham","Big",8,"nurse",155,"Sham",TRUE,TRUE,FALSE,11
"R7BS","F5","10",42.971,28.64,82.21,"230112-Adriano-RTqPCR-10-PO-1 - Text Report Data","10-PO","1","PO","26-F10","Big Sham","Big",9,"nurse",185,"Sham",TRUE,TRUE,FALSE,14
"R7BS","F5","10",1614.375,33.72,84.15,"230112-Adriano-RTqPCR-10-HYM-2 - Text Report Data","10-HYM","2","HYM","26-F10","Big Sham","Big",9,"nurse",185,"Sham",TRUE,TRUE,FALSE,14
"R7BS","F5","10",1489.514,27.83,77.42,"230112-Adriano-RTqPCR-10-EF1-2 - Text Report Data","10-EF1","2","EF1","26-F10","Big Sham","Big",9,"nurse",185,"Sham",TRUE,TRUE,FALSE,14
"R7BS","F5","10",3132.959,31.78,84.15,"230112-Adriano-RTqPCR-10-HYM-1 - Text Report Data","10-HYM","1","HYM","26-F10","Big Sham","Big",9,"nurse",185,"Sham",TRUE,TRUE,FALSE,14
"R7BS","F5","10",1515.819,27.81,83.65,"230112-Adriano-RTqPCR-10-DEF-2 - Text Report Data","10-DEF","2","DEF","26-F10","Big Sham","Big",9,"nurse",185,"Sham",TRUE,TRUE,FALSE,14
"R7BS","F5","10",2322.481,27.58,77.45,"230112-Adriano-RTqPCR-10-EF1-1 - Text Report Data","10-EF1","1","EF1","26-F10","Big Sham","Big",9,"nurse",185,"Sham",TRUE,TRUE,FALSE,14
"R7BS","F5","10",2183.69,27.25,83.65,"230112-Adriano-RTqPCR-10-DEF-1 - Text Report Data","10-DEF","1","DEF","26-F10","Big Sham","Big",9,"nurse",185,"Sham",TRUE,TRUE,FALSE,14
"R7BS","F5","10",1217.555,34.72,82.21,"230112-Adriano-RTqPCR-10-PO-2 - Text Report Data","10-PO","2","PO","26-F10","Big Sham","Big",9,"nurse",185,"Sham",TRUE,TRUE,FALSE,14
"R12BS","E2","6",2076.306,31.57,83.67,"221202-Adriano-RTqPCR-6-DEF-1 - Text Report Data","6-DEF","1","DEF","51-E2","Big Sham","Big",13,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","E2","6",498.325,NA,87.47,"221202-Adriano-RTqPCR-6-HYM-2 - Text Report Data","6-HYM","2","HYM","51-E2","Big Sham","Big",13,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","E2","6",1942.996,NA,87.97,"221202-Adriano-RTqPCR-6-PO-1 - Text Report Data","6-PO","1","PO","51-E2","Big Sham","Big",13,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","E2","6",1032.398,NA,88.92,"221202-Adriano-RTqPCR-6-PO-2 - Text Report Data","6-PO","2","PO","51-E2","Big Sham","Big",13,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","E2","6",1867.644,NA,87.49,"221202-Adriano-RTqPCR-6-HYM-1 - Text Report Data","6-HYM","1","HYM","51-E2","Big Sham","Big",13,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","E2","6",1555.068,31.46,83.65,"221202-Adriano-RTqPCR-6-DEF-2 - Text Report Data","6-DEF","2","DEF","51-E2","Big Sham","Big",13,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","E2","6",1377.513,29.38,77.38,"221202-Adriano-RTqPCR-6-EF1-2 - Text Report Data","6-EF1","2","EF1","51-E2","Big Sham","Big",13,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","E2","6",2230.099,29.8,77.35,"221202-Adriano-RTqPCR-6-EF1-1 - Text Report Data","6-EF1","1","EF1","51-E2","Big Sham","Big",13,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R13BS","H10","3",1992.046,32.63,84.15,"221116-Adriano-RTqPCR-3-HYM-1 - Text Report Data","3-HYM","1","HYM","55-H10","Big Sham","Big",13,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","H10","3",1863.982,32.88,84.15,"221116-Adriano-RTqPCR-3-HYM-2 - Text Report Data","3-HYM","2","HYM","55-H10","Big Sham","Big",13,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","H10","3",1377.929,25.15,77.42,"221116-Adriano-RTqPCR-3-EF1-2 - Text Report Data","3-EF1","2","EF1","55-H10","Big Sham","Big",13,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","H10","3",2547.487,29.26,83.67,"221116-Adriano-RTqPCR-3-DEF-1 - Text Report Data","3-DEF","1","DEF","55-H10","Big Sham","Big",13,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","H10","3",2133.521,31.83,82.75,"221116-Adriano-RTqPCR-3-PO-1 - Text Report Data","3-PO","1","PO","55-H10","Big Sham","Big",13,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","H10","3",1341.195,30.69,82.75,"221116-Adriano-RTqPCR-3-PO-2 - Text Report Data","3-PO","2","PO","55-H10","Big Sham","Big",13,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","H10","3",1557.794,28.37,83.67,"221116-Adriano-RTqPCR-3-DEF-2 - Text Report Data","3-DEF","2","DEF","55-H10","Big Sham","Big",13,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","H10","3",2521.725,25.12,77.85,"221116-Adriano-RTqPCR-3-EF1-1 - Text Report Data","3-EF1","1","EF1","55-H10","Big Sham","Big",13,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R7BS","C11","10",3132.959,36.63,84.08,"230112-Adriano-RTqPCR-10-HYM-1 - Text Report Data","10-HYM","1","HYM","26-C5","Big Sham","Big",10,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","C11","10",1489.514,28.37,77.38,"230112-Adriano-RTqPCR-10-EF1-2 - Text Report Data","10-EF1","2","EF1","26-C5","Big Sham","Big",10,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","C11","10",1217.555,34.44,82.19,"230112-Adriano-RTqPCR-10-PO-2 - Text Report Data","10-PO","2","PO","26-C5","Big Sham","Big",10,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","C11","10",1614.375,34.92,84.08,"230112-Adriano-RTqPCR-10-HYM-2 - Text Report Data","10-HYM","2","HYM","26-C5","Big Sham","Big",10,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","C11","10",42.971,28.86,82.65,"230112-Adriano-RTqPCR-10-PO-1 - Text Report Data","10-PO","1","PO","26-C5","Big Sham","Big",10,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","C11","10",1515.819,29.45,83.63,"230112-Adriano-RTqPCR-10-DEF-2 - Text Report Data","10-DEF","2","DEF","26-C5","Big Sham","Big",10,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","C11","10",2322.481,28.59,77.35,"230112-Adriano-RTqPCR-10-EF1-1 - Text Report Data","10-EF1","1","EF1","26-C5","Big Sham","Big",10,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","C11","10",2183.69,31.03,83.58,"230112-Adriano-RTqPCR-10-DEF-1 - Text Report Data","10-DEF","1","DEF","26-C5","Big Sham","Big",10,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R12BS","F6","5",1561.452,30.07,77.42,"221128-Adriano-RTqPCR-5-EF1-2 - Text Report Data","5-EF1","2","EF1","50-G6","Big Sham","Big",14,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","F6","5",2410.062,31.08,83.63,"221128-Adriano-RTqPCR-5-DEF-1 - Text Report Data","5-DEF","1","DEF","50-G6","Big Sham","Big",14,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","F6","5",1270.428,NA,85.74,"221128-Adriano-RTqPCR-5-PO-2 - Text Report Data","5-PO","2","PO","50-G6","Big Sham","Big",14,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","F6","5",1498,31.1,83.65,"221128-Adriano-RTqPCR-5-DEF-2 - Text Report Data","5-DEF","2","DEF","50-G6","Big Sham","Big",14,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","F6","5",2503.686,29.89,77.4,"221128-Adriano-RTqPCR-5-EF1-1 - Text Report Data","5-EF1","1","EF1","50-G6","Big Sham","Big",14,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","F6","5",0.952,NA,86.55,"221128-Adriano-RTqPCR-5-PO-1 - Text Report Data","5-PO","1","PO","50-G6","Big Sham","Big",14,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","F6","5",8.767,36.78,83.78,"221128-Adriano-RTqPCR-5-HYM-2 - Text Report Data","5-HYM","2","HYM","50-G6","Big Sham","Big",14,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","F6","5",3281.762,NA,84.1,"221128-Adriano-RTqPCR-5-HYM-1 - Text Report Data","5-HYM","1","HYM","50-G6","Big Sham","Big",14,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R1BS","C8","1",2371.023,33.05,NA,"221111-Adriano-RTqPCR-1-DEF-1 - Text Report Data","1-DEF","1","DEF","1-C4","Big Sham","Big",9,"forager",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","C8","1",676.773,25.26,NA,"221111-Adriano-RTqPCR-1-EF1-1 - Text Report Data","1-EF1","1","EF1","1-C4","Big Sham","Big",9,"forager",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","C8","1",1306.367,32.56,NA,"221111-Adriano-RTqPCR-1-PO-2 - Text Report Data","1-PO","2","PO","1-C4","Big Sham","Big",9,"forager",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","C8","1",1270.498,NA,86.05,"221111-Adriano-RTqPCR-1-HYM-2 - Text Report Data","1-HYM","2","HYM","1-C4","Big Sham","Big",9,"forager",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","C8","1",1271.538,26.85,NA,"221111-Adriano-RTqPCR-1-EF1-2 - Text Report Data","1-EF1","2","EF1","1-C4","Big Sham","Big",9,"forager",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","C8","1",481.429,31.67,NA,"221111-Adriano-RTqPCR-1-PO-1 - Text Report Data","1-PO","1","PO","1-C4","Big Sham","Big",9,"forager",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","C8","1",1481.551,34.29,NA,"221111-Adriano-RTqPCR-1-DEF-2 - Text Report Data","1-DEF","2","DEF","1-C4","Big Sham","Big",9,"forager",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","C8","1",2582.208,NA,86.99,"221111-Adriano-RTqPCR-1-HYM-1 - Text Report Data","1-HYM","1","HYM","1-C4","Big Sham","Big",9,"forager",155,"Sham",FALSE,TRUE,FALSE,11
"R7BS","B7","9",736.047,30.42,82.63,"230111-Adriano-RTqPCR-9-PO-1 - Text Report Data","9-PO","1","PO","27-B7","Big Sham","Big",11,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","B7","9",1109.213,31.13,84.1,"230111-Adriano-RTqPCR-9-HYM-1 - Text Report Data","9-HYM","1","HYM","27-B7","Big Sham","Big",11,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","B7","9",1520.68,24.52,77.81,"230111-Adriano-RTqPCR-9-EF1-2 - Text Report Data","9-EF1","2","EF1","27-B7","Big Sham","Big",11,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","B7","9",1461.318,30.92,84.09,"230111-Adriano-RTqPCR-9-DEF-2 - Text Report Data","9-DEF","2","DEF","27-B7","Big Sham","Big",11,"forager",185,"Sham",FALSE,TRUE,FALSE,14
