"Colony","Sample_Well","Sample_Plate","Threshold","Ct","Tm_Product","name","gene_rep","machine_num","gene","Code","Treatment","treatment_size","antID","AntTask","colony_size","treatment_condition","Exposed","IsAlive","IsQueen","N_exposed"
"R13BS","F2","3",2133.521,31.84,82.72,"221116-Adriano-RTqPCR-3-PO-1 - Text Report Data","3-PO","1","PO","55-F2","Big Sham","Big",73,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","F2","3",1341.195,31.61,82.22,"221116-Adriano-RTqPCR-3-PO-2 - Text Report Data","3-PO","2","PO","55-F2","Big Sham","Big",73,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","F2","3",1863.982,34.16,84.15,"221116-Adriano-RTqPCR-3-HYM-2 - Text Report Data","3-HYM","2","HYM","55-F2","Big Sham","Big",73,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","F2","3",1377.929,25.82,77.4,"221116-Adriano-RTqPCR-3-EF1-2 - Text Report Data","3-EF1","2","EF1","55-F2","Big Sham","Big",73,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","C2","4",1326.037,31.08,82.65,"221121-Adriano-RTqPCR-4-PO-2 - Text Report Data","4-PO","2","PO","54-C4","Big Sham","Big",74,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","C2","4",1255.751,31.26,83.59,"221121-Adriano-RTqPCR-4-DEF-2 - Text Report Data","4-DEF","2","DEF","54-C4","Big Sham","Big",74,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","C2","4",2070.047,24.35,77.83,"221121-Adriano-RTqPCR-4-EF1-1 - Text Report Data","4-EF1","1","EF1","54-C4","Big Sham","Big",74,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","C2","4",1798.807,31.55,82.65,"221121-Adriano-RTqPCR-4-PO-1 - Text Report Data","4-PO","1","PO","54-C4","Big Sham","Big",74,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","C2","4",1496.223,24.94,77.84,"221121-Adriano-RTqPCR-4-EF1-2 - Text Report Data","4-EF1","2","EF1","54-C4","Big Sham","Big",74,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","C2","4",1219.491,35.56,84.11,"221121-Adriano-RTqPCR-4-HYM-1 - Text Report Data","4-HYM","1","HYM","54-C4","Big Sham","Big",74,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","C2","4",2145.562,31.04,83.63,"221121-Adriano-RTqPCR-4-DEF-1 - Text Report Data","4-DEF","1","DEF","54-C4","Big Sham","Big",74,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","C2","4",1557.047,NA,86.03,"221121-Adriano-RTqPCR-4-HYM-2 - Text Report Data","4-HYM","2","HYM","54-C4","Big Sham","Big",74,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R12BS","C11","6",1555.068,31.85,83.59,"221202-Adriano-RTqPCR-6-DEF-2 - Text Report Data","6-DEF","2","DEF","49-C11","Big Sham","Big",82,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","C11","6",2076.306,31.64,83.63,"221202-Adriano-RTqPCR-6-DEF-1 - Text Report Data","6-DEF","1","DEF","49-C11","Big Sham","Big",82,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","C11","6",498.325,NA,88.42,"221202-Adriano-RTqPCR-6-HYM-2 - Text Report Data","6-HYM","2","HYM","49-C11","Big Sham","Big",82,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","C11","6",1377.513,27.89,77.34,"221202-Adriano-RTqPCR-6-EF1-2 - Text Report Data","6-EF1","2","EF1","49-C11","Big Sham","Big",82,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","C11","6",1942.996,33.4,82.65,"221202-Adriano-RTqPCR-6-PO-1 - Text Report Data","6-PO","1","PO","49-C11","Big Sham","Big",82,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","C11","6",1032.398,33.66,82.65,"221202-Adriano-RTqPCR-6-PO-2 - Text Report Data","6-PO","2","PO","49-C11","Big Sham","Big",82,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","C11","6",2230.099,27.83,77.34,"221202-Adriano-RTqPCR-6-EF1-1 - Text Report Data","6-EF1","1","EF1","49-C11","Big Sham","Big",82,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","C11","6",1867.644,35.79,84.09,"221202-Adriano-RTqPCR-6-HYM-1 - Text Report Data","6-HYM","1","HYM","49-C11","Big Sham","Big",82,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R13BS","E5","3",1863.982,NA,85.09,"221116-Adriano-RTqPCR-3-HYM-2 - Text Report Data","3-HYM","2","HYM","55-E5","Big Sham","Big",75,"nurse",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","E5","3",1341.195,NA,86.58,"221116-Adriano-RTqPCR-3-PO-2 - Text Report Data","3-PO","2","PO","55-E5","Big Sham","Big",75,"nurse",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","E5","3",2133.521,NA,85.56,"221116-Adriano-RTqPCR-3-PO-1 - Text Report Data","3-PO","1","PO","55-E5","Big Sham","Big",75,"nurse",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","E5","3",1992.046,NA,87.05,"221116-Adriano-RTqPCR-3-HYM-1 - Text Report Data","3-HYM","1","HYM","55-E5","Big Sham","Big",75,"nurse",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","E5","3",2521.725,32.87,77.35,"221116-Adriano-RTqPCR-3-EF1-1 - Text Report Data","3-EF1","1","EF1","55-E5","Big Sham","Big",75,"nurse",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","E5","3",2547.487,30.98,83.65,"221116-Adriano-RTqPCR-3-DEF-1 - Text Report Data","3-DEF","1","DEF","55-E5","Big Sham","Big",75,"nurse",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","E5","3",1377.929,32.96,77.42,"221116-Adriano-RTqPCR-3-EF1-2 - Text Report Data","3-EF1","2","EF1","55-E5","Big Sham","Big",75,"nurse",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","E5","3",1557.794,31.18,83.63,"221116-Adriano-RTqPCR-3-DEF-2 - Text Report Data","3-DEF","2","DEF","55-E5","Big Sham","Big",75,"nurse",181,"Sham",FALSE,TRUE,FALSE,19
"R12BS","H3","5",2410.062,30.35,83.67,"221128-Adriano-RTqPCR-5-DEF-1 - Text Report Data","5-DEF","1","DEF","50-H3","Big Sham","Big",83,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","H3","5",8.767,NA,87.65,"221128-Adriano-RTqPCR-5-HYM-2 - Text Report Data","5-HYM","2","HYM","50-H3","Big Sham","Big",83,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","H3","5",3281.762,NA,87.03,"221128-Adriano-RTqPCR-5-HYM-1 - Text Report Data","5-HYM","1","HYM","50-H3","Big Sham","Big",83,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","H3","5",2503.686,25.64,77.42,"221128-Adriano-RTqPCR-5-EF1-1 - Text Report Data","5-EF1","1","EF1","50-H3","Big Sham","Big",83,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","H3","5",1270.428,32.13,82.4,"221128-Adriano-RTqPCR-5-PO-2 - Text Report Data","5-PO","2","PO","50-H3","Big Sham","Big",83,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","H3","5",1561.452,25.58,77.45,"221128-Adriano-RTqPCR-5-EF1-2 - Text Report Data","5-EF1","2","EF1","50-H3","Big Sham","Big",83,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","H3","5",1498,30.18,83.69,"221128-Adriano-RTqPCR-5-DEF-2 - Text Report Data","5-DEF","2","DEF","50-H3","Big Sham","Big",83,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","H3","5",0.952,NA,82.71,"221128-Adriano-RTqPCR-5-PO-1 - Text Report Data","5-PO","1","PO","50-H3","Big Sham","Big",83,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R13BS","B4","4",2145.562,30.75,83.6,"221121-Adriano-RTqPCR-4-DEF-1 - Text Report Data","4-DEF","1","DEF","54-B6","Big Sham","Big",76,NA,181,"Sham",FALSE,FALSE,FALSE,19
"R13BS","B4","4",1219.491,35.16,84.1,"221121-Adriano-RTqPCR-4-HYM-1 - Text Report Data","4-HYM","1","HYM","54-B6","Big Sham","Big",76,NA,181,"Sham",FALSE,FALSE,FALSE,19
"R13BS","B4","4",1496.223,25.23,77.83,"221121-Adriano-RTqPCR-4-EF1-2 - Text Report Data","4-EF1","2","EF1","54-B6","Big Sham","Big",76,NA,181,"Sham",FALSE,FALSE,FALSE,19
"R13BS","B4","4",2070.047,25.35,77.33,"221121-Adriano-RTqPCR-4-EF1-1 - Text Report Data","4-EF1","1","EF1","54-B6","Big Sham","Big",76,NA,181,"Sham",FALSE,FALSE,FALSE,19
"R13BS","B4","4",1255.751,30.13,83.6,"221121-Adriano-RTqPCR-4-DEF-2 - Text Report Data","4-DEF","2","DEF","54-B6","Big Sham","Big",76,NA,181,"Sham",FALSE,FALSE,FALSE,19
"R13BS","B4","4",1326.037,36.46,82.17,"221121-Adriano-RTqPCR-4-PO-2 - Text Report Data","4-PO","2","PO","54-B6","Big Sham","Big",76,NA,181,"Sham",FALSE,FALSE,FALSE,19
"R13BS","B4","4",1798.807,36.11,82.15,"221121-Adriano-RTqPCR-4-PO-1 - Text Report Data","4-PO","1","PO","54-B6","Big Sham","Big",76,NA,181,"Sham",FALSE,FALSE,FALSE,19
"R13BS","B4","4",1557.047,NA,88.44,"221121-Adriano-RTqPCR-4-HYM-2 - Text Report Data","4-HYM","2","HYM","54-B6","Big Sham","Big",76,NA,181,"Sham",FALSE,FALSE,FALSE,19
"R12BS","C9","5",1498,30.74,83.63,"221128-Adriano-RTqPCR-5-DEF-2 - Text Report Data","5-DEF","2","DEF","50-C9","Big Sham","Big",84,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","C9","5",1270.428,35.45,82.33,"221128-Adriano-RTqPCR-5-PO-2 - Text Report Data","5-PO","2","PO","50-C9","Big Sham","Big",84,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","C9","5",2410.062,31,83.58,"221128-Adriano-RTqPCR-5-DEF-1 - Text Report Data","5-DEF","1","DEF","50-C9","Big Sham","Big",84,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","C9","5",0.952,NA,82.65,"221128-Adriano-RTqPCR-5-PO-1 - Text Report Data","5-PO","1","PO","50-C9","Big Sham","Big",84,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","C9","5",2503.686,28.61,77.38,"221128-Adriano-RTqPCR-5-EF1-1 - Text Report Data","5-EF1","1","EF1","50-C9","Big Sham","Big",84,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","C9","5",8.767,NA,85.17,"221128-Adriano-RTqPCR-5-HYM-2 - Text Report Data","5-HYM","2","HYM","50-C9","Big Sham","Big",84,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","C9","5",3281.762,NA,87.46,"221128-Adriano-RTqPCR-5-HYM-1 - Text Report Data","5-HYM","1","HYM","50-C9","Big Sham","Big",84,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","C9","5",1561.452,28.44,77.35,"221128-Adriano-RTqPCR-5-EF1-2 - Text Report Data","5-EF1","2","EF1","50-C9","Big Sham","Big",84,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R13BS","G8","3",1992.046,25.83,84.17,"221116-Adriano-RTqPCR-3-HYM-1 - Text Report Data","3-HYM","1","HYM","55-G8","Big Sham","Big",77,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","G8","3",2521.725,30.13,77.88,"221116-Adriano-RTqPCR-3-EF1-1 - Text Report Data","3-EF1","1","EF1","55-G8","Big Sham","Big",77,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","G8","3",2133.521,32.7,82.72,"221116-Adriano-RTqPCR-3-PO-1 - Text Report Data","3-PO","1","PO","55-G8","Big Sham","Big",77,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","G8","3",1557.794,22.91,83.67,"221116-Adriano-RTqPCR-3-DEF-2 - Text Report Data","3-DEF","2","DEF","55-G8","Big Sham","Big",77,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","G8","3",2547.487,23.02,83.66,"221116-Adriano-RTqPCR-3-DEF-1 - Text Report Data","3-DEF","1","DEF","55-G8","Big Sham","Big",77,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","G8","3",1341.195,32.83,82.25,"221116-Adriano-RTqPCR-3-PO-2 - Text Report Data","3-PO","2","PO","55-G8","Big Sham","Big",77,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","G8","3",1377.929,26.46,77.4,"221116-Adriano-RTqPCR-3-EF1-2 - Text Report Data","3-EF1","2","EF1","55-G8","Big Sham","Big",77,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","G8","3",1863.982,26.67,84.15,"221116-Adriano-RTqPCR-3-HYM-2 - Text Report Data","3-HYM","2","HYM","55-G8","Big Sham","Big",77,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R12BS","E1","6",1555.068,31.36,83.65,"221202-Adriano-RTqPCR-6-DEF-2 - Text Report Data","6-DEF","2","DEF","51-E1","Big Sham","Big",85,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","E1","6",1942.996,NA,86.03,"221202-Adriano-RTqPCR-6-PO-1 - Text Report Data","6-PO","1","PO","51-E1","Big Sham","Big",85,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","E1","6",2076.306,31.99,83.67,"221202-Adriano-RTqPCR-6-DEF-1 - Text Report Data","6-DEF","1","DEF","51-E1","Big Sham","Big",85,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","E1","6",498.325,NA,87.97,"221202-Adriano-RTqPCR-6-HYM-2 - Text Report Data","6-HYM","2","HYM","51-E1","Big Sham","Big",85,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","E1","6",1867.644,NA,87.03,"221202-Adriano-RTqPCR-6-HYM-1 - Text Report Data","6-HYM","1","HYM","51-E1","Big Sham","Big",85,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","E1","6",1377.513,29.19,77.38,"221202-Adriano-RTqPCR-6-EF1-2 - Text Report Data","6-EF1","2","EF1","51-E1","Big Sham","Big",85,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","E1","6",2230.099,29.36,77.35,"221202-Adriano-RTqPCR-6-EF1-1 - Text Report Data","6-EF1","1","EF1","51-E1","Big Sham","Big",85,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","E1","6",1032.398,NA,89.4,"221202-Adriano-RTqPCR-6-PO-2 - Text Report Data","6-PO","2","PO","51-E1","Big Sham","Big",85,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R13BS","B2","4",2145.562,26.29,83.6,"221121-Adriano-RTqPCR-4-DEF-1 - Text Report Data","4-DEF","1","DEF","54-B4","Big Sham","Big",78,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","B2","4",1798.807,32.8,82.63,"221121-Adriano-RTqPCR-4-PO-1 - Text Report Data","4-PO","1","PO","54-B4","Big Sham","Big",78,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","B2","4",1255.751,25.96,84.09,"221121-Adriano-RTqPCR-4-DEF-2 - Text Report Data","4-DEF","2","DEF","54-B4","Big Sham","Big",78,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","B2","4",1557.047,28.13,84.6,"221121-Adriano-RTqPCR-4-HYM-2 - Text Report Data","4-HYM","2","HYM","54-B4","Big Sham","Big",78,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","B2","4",1496.223,25.89,77.83,"221121-Adriano-RTqPCR-4-EF1-2 - Text Report Data","4-EF1","2","EF1","54-B4","Big Sham","Big",78,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","B2","4",2070.047,25.93,77.83,"221121-Adriano-RTqPCR-4-EF1-1 - Text Report Data","4-EF1","1","EF1","54-B4","Big Sham","Big",78,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","B2","4",1326.037,32.62,82.65,"221121-Adriano-RTqPCR-4-PO-2 - Text Report Data","4-PO","2","PO","54-B4","Big Sham","Big",78,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","B2","4",1219.491,26.62,84.1,"221121-Adriano-RTqPCR-4-HYM-1 - Text Report Data","4-HYM","1","HYM","54-B4","Big Sham","Big",78,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R7BS","D9","9",1461.318,31.36,83.59,"230111-Adriano-RTqPCR-9-DEF-2 - Text Report Data","9-DEF","2","DEF","27-D9","Big Sham","Big",73,"nurse",185,"Sham",TRUE,TRUE,FALSE,14
"R7BS","D9","9",1520.68,30.2,77.36,"230111-Adriano-RTqPCR-9-EF1-2 - Text Report Data","9-EF1","2","EF1","27-D9","Big Sham","Big",73,"nurse",185,"Sham",TRUE,TRUE,FALSE,14
"R7BS","D9","9",688.002,35.65,82.17,"230111-Adriano-RTqPCR-9-PO-2 - Text Report Data","9-PO","2","PO","27-D9","Big Sham","Big",73,"nurse",185,"Sham",TRUE,TRUE,FALSE,14
"R7BS","D9","9",736.047,NA,84.58,"230111-Adriano-RTqPCR-9-PO-1 - Text Report Data","9-PO","1","PO","27-D9","Big Sham","Big",73,"nurse",185,"Sham",TRUE,TRUE,FALSE,14
"R7BS","D9","9",2400.552,30.13,77.4,"230111-Adriano-RTqPCR-9-EF1-1 - Text Report Data","9-EF1","1","EF1","27-D9","Big Sham","Big",73,"nurse",185,"Sham",TRUE,TRUE,FALSE,14
"R7BS","D9","9",1005.861,36.64,84.09,"230111-Adriano-RTqPCR-9-HYM-2 - Text Report Data","9-HYM","2","HYM","27-D9","Big Sham","Big",73,"nurse",185,"Sham",TRUE,TRUE,FALSE,14
"R7BS","D9","9",2199.49,31.55,83.63,"230111-Adriano-RTqPCR-9-DEF-1 - Text Report Data","9-DEF","1","DEF","27-D9","Big Sham","Big",73,"nurse",185,"Sham",TRUE,TRUE,FALSE,14
"R7BS","D9","9",1109.213,35.43,79.33,"230111-Adriano-RTqPCR-9-HYM-1 - Text Report Data","9-HYM","1","HYM","27-D9","Big Sham","Big",73,"nurse",185,"Sham",TRUE,TRUE,FALSE,14
"R1BS","F5","2",26.625,31.13,84.15,"221115-Adriano-RTqPCR-2-HYM-2 - Text Report Data","2-HYM","2","HYM","2-F5","Big Sham","Big",63,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","F5","2",3215.698,NA,82.21,"221115-Adriano-RTqPCR-2-HYM-1 - Text Report Data","2-HYM","1","HYM","2-F5","Big Sham","Big",63,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","F5","2",1357.343,27.93,77.42,"221115-Adriano-RTqPCR-2-EF1-2 - Text Report Data","2-EF1","2","EF1","2-F5","Big Sham","Big",63,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","F5","2",2593.471,28.02,77.42,"221115-Adriano-RTqPCR-2-EF1-1 - Text Report Data","2-EF1","1","EF1","2-F5","Big Sham","Big",63,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","F5","2",1629.215,30.34,83.67,"221115-Adriano-RTqPCR-2-DEF-2 - Text Report Data","2-DEF","2","DEF","2-F5","Big Sham","Big",63,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","F5","2",1703.235,33.13,82.67,"221115-Adriano-RTqPCR-2-PO-1 - Text Report Data","2-PO","1","PO","2-F5","Big Sham","Big",63,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","F5","2",175.633,30.17,82.24,"221115-Adriano-RTqPCR-2-PO-2 - Text Report Data","2-PO","2","PO","2-F5","Big Sham","Big",63,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","F5","2",2784.691,30.27,83.65,"221115-Adriano-RTqPCR-2-DEF-1 - Text Report Data","2-DEF","1","DEF","2-F5","Big Sham","Big",63,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R3SS","B6","11",1873.691,36.89,84.08,"230119-Adriano-RTqPCR-11-HYM-2 - Text Report Data","11-HYM","2","HYM","11-B5","Small Sham","Small",13,"nurse",29,"Sham",FALSE,TRUE,FALSE,2
"R3SS","B6","11",1512.671,31.72,84.09,"230119-Adriano-RTqPCR-11-DEF-2 - Text Report Data","11-DEF","2","DEF","11-B5","Small Sham","Small",13,"nurse",29,"Sham",FALSE,TRUE,FALSE,2
"R3SS","B6","11",1225.237,34.65,82.65,"230119-Adriano-RTqPCR-11-PO-2 - Text Report Data","11-PO","2","PO","11-B5","Small Sham","Small",13,"nurse",29,"Sham",FALSE,TRUE,FALSE,2
"R3SS","B6","11",1507.587,27.64,77.49,"230119-Adriano-RTqPCR-11-EF1-2 - Text Report Data","11-EF1","2","EF1","11-B5","Small Sham","Small",13,"nurse",29,"Sham",FALSE,TRUE,FALSE,2
"R3SS","B6","11",2180.943,34.81,82.65,"230119-Adriano-RTqPCR-11-PO-1 - Text Report Data","11-PO","1","PO","11-B5","Small Sham","Small",13,"nurse",29,"Sham",FALSE,TRUE,FALSE,2
"R3SS","B6","11",2381.31,31.54,83.59,"230119-Adriano-RTqPCR-11-DEF-1 - Text Report Data","11-DEF","1","DEF","11-B5","Small Sham","Small",13,"nurse",29,"Sham",FALSE,TRUE,FALSE,2
"R3SS","B6","11",2653.113,27.75,77.86,"230119-Adriano-RTqPCR-11-EF1-1 - Text Report Data","11-EF1","1","EF1","11-B5","Small Sham","Small",13,"nurse",29,"Sham",FALSE,TRUE,FALSE,2
"R3SS","B6","11",29.439,31.01,84.08,"230119-Adriano-RTqPCR-11-HYM-1 - Text Report Data","11-HYM","1","HYM","11-B5","Small Sham","Small",13,"nurse",29,"Sham",FALSE,TRUE,FALSE,2
"R7BS","F11","10",42.971,31.32,82.21,"230112-Adriano-RTqPCR-10-PO-1 - Text Report Data","10-PO","1","PO","26-F5","Big Sham","Big",74,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","F11","10",1489.514,29.56,77.42,"230112-Adriano-RTqPCR-10-EF1-2 - Text Report Data","10-EF1","2","EF1","26-F5","Big Sham","Big",74,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","F11","10",2322.481,29.09,77.4,"230112-Adriano-RTqPCR-10-EF1-1 - Text Report Data","10-EF1","1","EF1","26-F5","Big Sham","Big",74,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","F11","10",1217.555,NA,86.08,"230112-Adriano-RTqPCR-10-PO-2 - Text Report Data","10-PO","2","PO","26-F5","Big Sham","Big",74,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","F11","10",1515.819,28.8,83.65,"230112-Adriano-RTqPCR-10-DEF-2 - Text Report Data","10-DEF","2","DEF","26-F5","Big Sham","Big",74,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","F11","10",3132.959,35.84,84.15,"230112-Adriano-RTqPCR-10-HYM-1 - Text Report Data","10-HYM","1","HYM","26-F5","Big Sham","Big",74,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","F11","10",2183.69,28.97,83.65,"230112-Adriano-RTqPCR-10-DEF-1 - Text Report Data","10-DEF","1","DEF","26-F5","Big Sham","Big",74,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","F11","10",1614.375,33.62,84.15,"230112-Adriano-RTqPCR-10-HYM-2 - Text Report Data","10-HYM","2","HYM","26-F5","Big Sham","Big",74,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R12BS","A3","5",0.952,NA,82.64,"221128-Adriano-RTqPCR-5-PO-1 - Text Report Data","5-PO","1","PO","50-A3","Big Sham","Big",86,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","A3","5",2503.686,23.75,77.34,"221128-Adriano-RTqPCR-5-EF1-1 - Text Report Data","5-EF1","1","EF1","50-A3","Big Sham","Big",86,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","A3","5",1498,29.26,83.59,"221128-Adriano-RTqPCR-5-DEF-2 - Text Report Data","5-DEF","2","DEF","50-A3","Big Sham","Big",86,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","A3","5",1270.428,29.36,82.78,"221128-Adriano-RTqPCR-5-PO-2 - Text Report Data","5-PO","2","PO","50-A3","Big Sham","Big",86,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","A3","5",1561.452,23.86,77.8,"221128-Adriano-RTqPCR-5-EF1-2 - Text Report Data","5-EF1","2","EF1","50-A3","Big Sham","Big",86,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","A3","5",2410.062,29.4,83.59,"221128-Adriano-RTqPCR-5-DEF-1 - Text Report Data","5-DEF","1","DEF","50-A3","Big Sham","Big",86,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","A3","5",8.767,25.67,84.17,"221128-Adriano-RTqPCR-5-HYM-2 - Text Report Data","5-HYM","2","HYM","50-A3","Big Sham","Big",86,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","A3","5",3281.762,32.26,84.06,"221128-Adriano-RTqPCR-5-HYM-1 - Text Report Data","5-HYM","1","HYM","50-A3","Big Sham","Big",86,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R13BS","G5","3",1992.046,NA,87.99,"221116-Adriano-RTqPCR-3-HYM-1 - Text Report Data","3-HYM","1","HYM","55-G5","Big Sham","Big",79,"nurse",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","G5","3",1377.929,33.53,77.4,"221116-Adriano-RTqPCR-3-EF1-2 - Text Report Data","3-EF1","2","EF1","55-G5","Big Sham","Big",79,"nurse",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","G5","3",1863.982,36.26,83.2,"221116-Adriano-RTqPCR-3-HYM-2 - Text Report Data","3-HYM","2","HYM","55-G5","Big Sham","Big",79,"nurse",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","G5","3",2133.521,NA,87.03,"221116-Adriano-RTqPCR-3-PO-1 - Text Report Data","3-PO","1","PO","55-G5","Big Sham","Big",79,"nurse",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","G5","3",1341.195,NA,86.59,"221116-Adriano-RTqPCR-3-PO-2 - Text Report Data","3-PO","2","PO","55-G5","Big Sham","Big",79,"nurse",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","G5","3",1557.794,30.3,83.67,"221116-Adriano-RTqPCR-3-DEF-2 - Text Report Data","3-DEF","2","DEF","55-G5","Big Sham","Big",79,"nurse",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","G5","3",2521.725,33.08,77.4,"221116-Adriano-RTqPCR-3-EF1-1 - Text Report Data","3-EF1","1","EF1","55-G5","Big Sham","Big",79,"nurse",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","G5","3",2547.487,31.2,83.66,"221116-Adriano-RTqPCR-3-DEF-1 - Text Report Data","3-DEF","1","DEF","55-G5","Big Sham","Big",79,"nurse",181,"Sham",FALSE,TRUE,FALSE,19
